run_id,model,bin,conf,acc,size
1,MLP,2,0.01062509868215974,0.1233362910381544,2254
1,MLP,3,0.042431402577023214,0.18411712511091394,2254
1,MLP,4,0.33181757991785216,0.6614906832298136,2254
1,MLP,5,0.6855265182390301,0.7883762200532387,2254
1,MLP,6,0.8230350123977985,0.7049689440993789,2254
1,MLP,7,0.9992731326347157,0.9764862466725821,2254
1,MLP,8,0.9999998850511767,1.0,2254
1,MLP,9,0.9999999055991251,1.0,2258
1,XGBoost,0,3.1223199267923844e-12,0.011978704525288377,2254
1,XGBoost,1,4.8390953760423145e-11,0.025732031943212066,2254
1,XGBoost,2,9.70432864845198e-10,0.032830523513753325,2254
1,XGBoost,3,9.402395394480917e-07,0.5905057675244011,2254
1,XGBoost,4,0.004831676464484414,0.5403726708074534,2254
1,XGBoost,5,0.43271790804295585,0.6610470275066548,2254
1,XGBoost,6,0.9966300752409375,0.8895297249334516,2254
1,XGBoost,7,0.9999986273618455,0.9409937888198758,2254
1,XGBoost,8,0.999999999911617,0.9991126885536823,2254
1,XGBoost,9,0.9999999999852072,0.9995571302037201,2258
2,QSVM,0,0.0071029260406179654,0.4303460514640639,2254
2,QSVM,1,0.020516602271882435,0.20186335403726707,2254
2,QSVM,2,0.027329245987619846,0.0417036379769299,2254
2,QSVM,3,0.029063973744341973,0.01064773735581189,2254
2,QSVM,4,0.05703689795554362,0.36645962732919257,2254
2,QSVM,5,0.3861308302763697,0.7866015971606034,2254
2,QSVM,6,0.8420955081375268,0.9059449866903283,2254
2,QSVM,7,0.9796229537092455,0.9698314108251996,2254
2,QSVM,8,0.9921246058927342,0.9858030168589175,2254
2,QSVM,9,0.9966690220645016,0.9924712134632419,2258
2,SVM-RBF,0,0.01321585492942072,0.25377107364685003,2254
2,SVM-RBF,1,0.02004750952373953,0.047471162377994675,2254
2,SVM-RBF,2,0.0356568744987161,0.06876663708961846,2254
2,SVM-RBF,3,0.06196765618638747,0.2178349600709849,2254
2,SVM-RBF,4,0.22215052824327394,0.7200532386867791,2254
2,SVM-RBF,5,0.5422186128648749,0.7843833185448092,2254
2,SVM-RBF,6,0.7639974563256452,0.6339840283939663,2254
2,SVM-RBF,7,0.9883812165865651,0.9764862466725821,2254
2,SVM-RBF,8,0.9990546392400823,0.9911268855368234,2254
2,SVM-RBF,9,0.9998769811930068,0.9977856510186005,2258
2,RandomForest,0,1.1206210512926135e-31,0.008429458740017746,2254
2,RandomForest,1,1.1206210512926135e-31,0.011535048802129548,2254
2,RandomForest,2,3.439980965808094e-13,0.014640638864241348,2254
2,RandomForest,3,8.476150014786946e-07,0.5048802129547472,2254
2,RandomForest,4,0.0025866975025517235,0.6637089618456078,2254
2,RandomForest,5,0.3513921988545984,0.7715173025732032,2254
2,RandomForest,6,0.9803753776223143,0.7613132209405501,2254
2,RandomForest,7,0.9999992678934023,0.9600709849157054,2254
2,RandomForest,8,1.0,0.9977817213842058,2254
2,RandomForest,9,1.0,0.9977856510186005,2258
2,MLP,0,0.00028344112520806126,0.35226264418811004,2254
2,MLP,1,0.0006661343984122467,0.030168589174800354,2254
2,MLP,2,0.002478890044712574,0.015527950310559006,2254
2,MLP,3,0.016697648583428752,0.18189884649511978,2254
2,MLP,4,0.2044869065374755,0.6677018633540373,2254
2,MLP,5,0.578123503388035,0.7417923691215617,2254
2,MLP,6,0.8379907494153173,0.730700976042591,2254
2,MLP,7,0.9985898143718693,0.9716060337178349,2254
2,MLP,8,0.9999999614845477,1.0,2254
2,MLP,9,0.9999999663904388,1.0,2258
2,XGBoost,0,1.988324724956888e-11,0.05235137533274179,2254
2,XGBoost,1,9.766431886885145e-11,0.05013309671694765,2254
2,XGBoost,2,4.753891474083645e-09,0.06344276841171251,2254
2,XGBoost,3,2.029453859365195e-06,0.42812777284826975,2254
2,XGBoost,4,0.029609668591504424,0.5882874889086069,2254
2,XGBoost,5,0.8533607234171385,0.7777284826974268,2254
2,XGBoost,6,0.9992722620650226,0.7821650399290151,2254
2,XGBoost,7,0.9999998709559718,0.9503105590062112,2254
2,XGBoost,8,0.9999999999948527,1.0,2254
2,XGBoost,9,0.999999999997513,0.9991142604074402,2258
3,QSVM,0,0.011775644654148008,0.19698314108251996,2254
3,QSVM,1,0.02464720014165445,0.10780834072759539,2254
3,QSVM,2,0.028982094249921767,0.06610470275066549,2254
3,QSVM,3,0.03549275426166267,0.1650399290150843,2254
3,QSVM,4,0.10451169630027594,0.660603371783496,2254
3,QSVM,5,0.34485117735707016,0.657941437444543,2254
3,QSVM,6,0.8157646613917473,0.8930789707187222,2254
3,QSVM,7,0.9705664363696914,0.9631765749778172,2254
3,QSVM,8,0.9852434389617674,0.9840283939662822,2254
3,QSVM,9,0.9931335215784468,0.9968999114260407,2258
3,SVM-RBF,0,0.02178529253966462,0.0026619343389529724,2254
3,SVM-RBF,1,0.029582805230195876,0.008429458740017746,2254
3,SVM-RBF,2,0.050868102505677255,0.05412599822537711,2254
3,SVM-RBF,3,0.09087840326685317,0.5674356699201419,2254
3,SVM-RBF,4,0.22276607465502785,0.7338065661047027,2254
3,SVM-RBF,5,0.4019422770542784,0.6539485359361136,2254
3,SVM-RBF,6,0.5819811730209444,0.7267080745341615,2254
3,SVM-RBF,7,0.9829972660326404,0.9605146406388643,2254
3,SVM-RBF,8,0.9963738185579247,0.9995563442768411,2254
3,SVM-RBF,9,0.998245081882779,0.9844995571302038,2258
