f1,acc,ece_full,mce_full,ece_rare,mce_rare,brier_full,brier_rare,auc_roc,auc_pr,platt_A,platt_B,run_id,model,mix,n_test
0.7837573840643751,0.7463997381627755,0.209514319227597,0.5877361101317371,0.6387254310260717,0.997606537405759,0.19367294344877267,0.5463417757943877,0.8780791055611126,0.9530484551558793,3.35189,0.10434,4,QSVM,AttackHeavy_30/70,18332
0.8354971968132192,0.8701298701298701,0.0787716380440898,0.220734444206054,,,0.09785486743524222,,0.918355273020314,0.9282319459541137,3.35189,0.10434,4,QSVM,DoS_only,17171
0.7591240875912408,0.7893110905159098,0.1267393511739684,0.44563519819342245,0.5956796810865865,0.8698362983554012,0.15338082343701198,0.4278375369763294,0.901866797741306,0.9090412865659758,2.05636,-0.37767,4,SVM-RBF,Balanced_50/50,19422
0.7818281736581791,0.7401265546585206,0.20212924614161004,0.719633248434742,0.5965390489803236,0.8717232650247588,0.19595926853258772,0.42901185856998153,0.9022276841363603,0.9551858490303424,2.05636,-0.37767,4,SVM-RBF,AttackHeavy_30/70,18332
0.7763507528786536,0.823539689010541,0.10300221154071085,0.4364091344024024,,,0.13323729900046802,,0.8882230026864868,0.883424355449069,2.05636,-0.37767,4,SVM-RBF,DoS_only,17171
0.7797240551889623,0.8109360518999074,0.16963839780885545,0.5810409732723477,0.7519788500401134,0.9999999996408531,0.18535439799067746,0.7426976236071889,0.9386037240327432,0.9341009582680985,8.53079,-0.56444,4,RandomForest,Balanced_50/50,19422
0.7931828650391525,0.75507309622518,0.2339467847569941,0.8546549976534988,0.7559139692362984,0.999999999644933,0.24089281589957545,0.7462251775562809,0.9383723161442175,0.9685145759237092,8.53079,-0.56444,4,RandomForest,AttackHeavy_30/70,18332
0.8188800238610097,0.858540562576437,0.12312779479887274,0.5374438837995309,,,0.13752498865099985,,0.9524840131820331,0.9391405346075425,8.53079,-0.56444,4,RandomForest,DoS_only,17171
0.7841963132558413,0.8107300998867264,0.12421915244417485,0.6147387144830815,0.5592644926259656,0.9476897736176227,0.14313316875370863,0.40466569313351025,0.9210635677113265,0.9233582364164842,1.22382,0.12056,4,MLP,Balanced_50/50,19422
0.8024142312579415,0.7624918175867336,0.17120612541045116,0.6838419288931659,0.5648979695127522,0.9485229108919208,0.17264137064956114,0.41180780971037795,0.9217005615254147,0.9633747540951576,1.22382,0.12056,4,MLP,AttackHeavy_30/70,18332
0.7980719317760474,0.8414186710150836,0.12696851986030308,0.3573069522631881,,,0.12892892154974162,,0.9205127031809095,0.9152214085612042,1.22382,0.12056,4,MLP,DoS_only,17171
0.7869780608634112,0.8140253320976213,0.15628871595185073,0.7059685223801033,0.7189060734816893,1.0,0.18373608527511506,0.7142424176128884,0.9377605582722621,0.9264377128541836,10.97062,0.57026,4,XGBoost,Balanced_50/50,19422
0.8028745565359774,0.7635828060222561,0.23281869270598418,0.8232141009519047,0.7244476622761036,1.0,0.2337180216170582,0.7201267635075362,0.9377856109992838,0.9655370090910989,10.97062,0.57026,4,XGBoost,AttackHeavy_30/70,18332
0.8258422860483812,0.8612194979907984,0.10504466687235223,0.6092019884499109,,,0.1372204403948647,,0.9501380858554862,0.9271022515710731,10.97062,0.57026,4,XGBoost,DoS_only,17171
0.7893440274992839,0.8106786118834312,0.1110828506664298,0.4561610301087764,0.5291375421342852,0.9553864568547906,0.13883257240970887,0.42360982878074804,0.9151497800384357,0.923088952111782,3.12618,-0.14873,5,QSVM,Balanced_50/50,19422
0.8128756511286229,0.7707287802749291,0.18394554381055314,0.6763919239277172,0.5290532197971788,0.9565295231660279,0.17414625989424254,0.42366654015998684,0.9155450676147815,0.9625325466532424,3.12618,-0.14873,5,QSVM,AttackHeavy_30/70,18332
0.8420832753098454,0.867916836526702,0.059438535547299644,0.23592589219489685,,,0.09472455522174453,,0.9356445856292427,0.9312821239041621,3.12618,-0.14873,5,QSVM,DoS_only,17171
0.7917544054084008,0.8065080836165174,0.09389306660997968,0.41514029531152785,0.5174586102115629,0.84365379157142,0.14157016236665915,0.3309534326876616,0.8953965515243063,0.9119526041363394,2.07137,-0.22991,5,SVM-RBF,Balanced_50/50,19422
0.823575535807632,0.7790748418066769,0.17140898837986998,0.6111809260867784,0.5221663198119486,0.8451417224785671,0.17159499395630134,0.33628463076248194,0.8962629122638804,0.9559560364055991,2.07137,-0.22991,5,SVM-RBF,AttackHeavy_30/70,18332
0.8033750605159417,0.8344301438471842,0.06626475670810983,0.14362733238113526,,,0.12062815032483162,,0.8898882185785832,0.903632065725019,2.07137,-0.22991,5,SVM-RBF,DoS_only,17171
0.7558774637853242,0.7882813304500051,0.16235333157363857,0.6926880166820684,0.7078322054060924,0.9999999983509319,0.2037073331358104,0.6918218166991308,0.9371694986871169,0.9319378724446212,9.77341,-0.77286,5,RandomForest,Balanced_50/50,19422
0.7765442903864757,0.7353807549639974,0.23456316341789885,0.8447686770077252,0.7165303018806687,0.9999999986477811,0.25804053802344074,0.7003053372492073,0.9366480452294783,0.9678643317513149,9.77341,-0.77286,5,RandomForest,AttackHeavy_30/70,18332
