run_id,model,threshold,f1_macro,fpr,recall_R2L,recall_U2R
3,MLP,0.9,0.7394667529818321,0.015755329008341055,0.04714038128249567,0.0
3,MLP,0.95,0.7273658990490992,0.010400576665636907,0.04436741767764298,0.0
3,XGBoost,0.05,0.8282245010267548,0.09566471012254145,0.5064124783362218,0.5970149253731343
3,XGBoost,0.1,0.8238659958292516,0.08763258160848522,0.48180242634315423,0.5522388059701493
3,XGBoost,0.15,0.81909703037343,0.08196890124600968,0.44714038128249567,0.5223880597014925
3,XGBoost,0.2,0.8079265839596234,0.06786118834311605,0.3178509532062392,0.5223880597014925
3,XGBoost,0.25,0.8053582570287413,0.06621357223766862,0.31542461005199307,0.5074626865671642
3,XGBoost,0.3,0.8030062795856964,0.06508083616517352,0.3123050259965338,0.4925373134328358
3,XGBoost,0.35,0.7999353943253499,0.06271238801359283,0.30606585788561524,0.4925373134328358
3,XGBoost,0.4,0.7994833974363819,0.06044691586860262,0.3025996533795494,0.47761194029850745
3,XGBoost,0.45,0.7988104468897462,0.059211203789517046,0.2994800693240901,0.4626865671641791
3,XGBoost,0.5,0.7974139098648819,0.05632787560498404,0.2897746967071057,0.43283582089552236
3,XGBoost,0.55,0.7954379570879633,0.05468025949953661,0.2835355285961872,0.417910447761194
3,XGBoost,0.6,0.7935928234969818,0.053238595407270106,0.28214904679376085,0.417910447761194
3,XGBoost,0.65,0.792336839529316,0.053032643394089175,0.27902946273830154,0.417910447761194
3,XGBoost,0.7,0.7896292302378616,0.05128205128205128,0.27244367417677645,0.3880597014925373
3,XGBoost,0.75,0.7879120014995187,0.0503552672227371,0.2658578856152513,0.373134328358209
3,XGBoost,0.8,0.7873570771076936,0.04901657913706106,0.2630849220103986,0.34328358208955223
3,XGBoost,0.85,0.785358983894807,0.04767789105138503,0.25511265164644714,0.29850746268656714
3,XGBoost,0.9,0.7819027669355301,0.045824322932756664,0.24956672443674177,0.2835820895522388
3,XGBoost,0.95,0.773247414772243,0.04119040263618577,0.22668977469670712,0.26865671641791045
4,QSVM,0.05,0.8519480781026101,0.1681598187622284,0.6918544194107452,0.835820895522388
4,QSVM,0.1,0.8429785971045711,0.13654618473895583,0.6145580589254767,0.6119402985074627
4,QSVM,0.15,0.8537738214733408,0.08783853362166615,0.581629116117851,0.5522388059701493
4,QSVM,0.2,0.8429998524626445,0.07764390896921017,0.5102253032928943,0.4626865671641791
4,QSVM,0.25,0.8331678780052558,0.07084749253423953,0.44818024263431544,0.417910447761194
4,QSVM,0.3,0.8236124678895353,0.06631654824425909,0.395840554592721,0.40298507462686567
