run_id,model,calibrator,category,mean_prob
8,RandomForest,isotonic,DoS,0.7562890107188195
8,RandomForest,isotonic,Probe,0.9074984669338062
8,RandomForest,isotonic,R2L,0.33382082468372054
8,RandomForest,isotonic,U2R,0.38166377096270154
8,RandomForest,temperature,Normal,0.05271280699556398
8,RandomForest,temperature,DoS,0.7461185888596171
8,RandomForest,temperature,Probe,0.9042329436362693
8,RandomForest,temperature,R2L,0.25826500795869717
8,RandomForest,temperature,U2R,0.37848398442431475
8,MLP,platt,Normal,0.11410193869666826
8,MLP,platt,DoS,0.7914743926050763
8,MLP,platt,Probe,0.8842661234471508
8,MLP,platt,R2L,0.4853848743606973
8,MLP,platt,U2R,0.44276849050209494
8,MLP,isotonic,Normal,0.11364771262660152
8,MLP,isotonic,DoS,0.7849602876822807
8,MLP,isotonic,Probe,0.9023554607733854
8,MLP,isotonic,R2L,0.42665382539622604
8,MLP,isotonic,U2R,0.38281095896902
8,MLP,temperature,Normal,0.125329730892214
8,MLP,temperature,DoS,0.8010771188190986
8,MLP,temperature,Probe,0.8964948875742518
8,MLP,temperature,R2L,0.5325564490069997
8,MLP,temperature,U2R,0.49253701055752336
8,XGBoost,platt,Normal,0.08450887864140158
8,XGBoost,platt,DoS,0.7583229128409646
8,XGBoost,platt,Probe,0.9340361427825321
8,XGBoost,platt,R2L,0.29478111061689033
8,XGBoost,platt,U2R,0.36645097726015374
8,XGBoost,isotonic,Normal,0.08593405231767354
8,XGBoost,isotonic,DoS,0.7617296603663342
8,XGBoost,isotonic,Probe,0.9383380001299185
8,XGBoost,isotonic,R2L,0.3048790920481495
8,XGBoost,isotonic,U2R,0.3722584513578208
8,XGBoost,temperature,Normal,0.0862387899801748
8,XGBoost,temperature,DoS,0.7617499386849
8,XGBoost,temperature,Probe,0.9388482149319916
8,XGBoost,temperature,R2L,0.30726070688529383
8,XGBoost,temperature,U2R,0.3765515594933261
9,QSVM,platt,Normal,0.09235290238716555
9,QSVM,platt,DoS,0.7269823296586377
9,QSVM,platt,Probe,0.6941210446750614
9,QSVM,platt,R2L,0.4391263375876115
9,QSVM,platt,U2R,0.5111222618355947
9,QSVM,isotonic,Normal,0.08615241157417781
9,QSVM,isotonic,DoS,0.7446919895996396
9,QSVM,isotonic,Probe,0.7057375280454771
9,QSVM,isotonic,R2L,0.4514543830286476
9,QSVM,isotonic,U2R,0.5000857052333285
9,QSVM,temperature,Normal,0.11198298457749295
9,QSVM,temperature,DoS,0.751678588010185
9,QSVM,temperature,Probe,0.7275890191000447
9,QSVM,temperature,R2L,0.48579911340328125
9,QSVM,temperature,U2R,0.5452063463996573
9,SVM-RBF,platt,Normal,0.1218748419772675
9,SVM-RBF,platt,DoS,0.708833502889639
9,SVM-RBF,platt,Probe,0.8542550364443605
9,SVM-RBF,platt,R2L,0.49127133959363223
9,SVM-RBF,platt,U2R,0.4804094638061503
9,SVM-RBF,isotonic,Normal,0.10736074726335999
9,SVM-RBF,isotonic,DoS,0.7319122044703258
9,SVM-RBF,isotonic,Probe,0.8696546257767338
9,SVM-RBF,isotonic,R2L,0.48617705759670365
9,SVM-RBF,isotonic,U2R,0.48473387077733215
9,SVM-RBF,temperature,Normal,0.20074391806716066
9,SVM-RBF,temperature,DoS,0.7524427265798482
9,SVM-RBF,temperature,Probe,0.9060069257743644
9,SVM-RBF,temperature,R2L,0.6594533969525417
9,SVM-RBF,temperature,U2R,0.6551380271144541
9,RandomForest,platt,Normal,0.06272391136967269
9,RandomForest,platt,DoS,0.730796258508677
9,RandomForest,platt,Probe,0.8023183138540771
9,RandomForest,platt,R2L,0.2606570443656215
9,RandomForest,platt,U2R,0.3900148607072887
9,RandomForest,isotonic,Normal,0.06764680470080374
9,RandomForest,isotonic,DoS,0.7410112015304615
9,RandomForest,isotonic,Probe,0.8133207349219814
9,RandomForest,isotonic,R2L,0.2709847116128424
9,RandomForest,isotonic,U2R,0.3967976245461774
9,RandomForest,temperature,Normal,0.08502119254589537
9,RandomForest,temperature,DoS,0.7701771066478299
9,RandomForest,temperature,Probe,0.8439609568052255
9,RandomForest,temperature,R2L,0.31176123656826465
9,RandomForest,temperature,U2R,0.42540976579020356
9,MLP,platt,Normal,0.12209633113825688
9,MLP,platt,DoS,0.7692011670221398
9,MLP,platt,Probe,0.8977213823356052
9,MLP,platt,R2L,0.49145087745268085
9,MLP,platt,U2R,0.4586986364113553
9,MLP,isotonic,Normal,0.1114955464572966
9,MLP,isotonic,DoS,0.7740081341678194
9,MLP,isotonic,Probe,0.916280563938879
9,MLP,isotonic,R2L,0.4585037472467403
9,MLP,isotonic,U2R,0.439006888658212
9,MLP,temperature,Normal,0.12280267501438626
9,MLP,temperature,DoS,0.7697849257032935
9,MLP,temperature,Probe,0.8984042671650694
9,MLP,temperature,R2L,0.49403772956349573
9,MLP,temperature,U2R,0.4615516313153823
9,XGBoost,platt,Normal,0.0880732741870916
9,XGBoost,platt,DoS,0.7495395096792108
9,XGBoost,platt,Probe,0.8708907007309796
9,XGBoost,platt,R2L,0.34362524050974186
9,XGBoost,platt,U2R,0.44955602402461126
9,XGBoost,isotonic,Normal,0.08643819297250284
9,XGBoost,isotonic,DoS,0.7443299993030152
9,XGBoost,isotonic,Probe,0.8611677815850505
9,XGBoost,isotonic,R2L,0.32749302780146344
9,XGBoost,isotonic,U2R,0.42994801118128967
9,XGBoost,temperature,Normal,0.09365657315333598
9,XGBoost,temperature,DoS,0.7573595398352688
9,XGBoost,temperature,Probe,0.8850244926143433
9,XGBoost,temperature,R2L,0.36666894347683643
9,XGBoost,temperature,U2R,0.4828883254628676
10,QSVM,platt,Normal,0.08771145095997507
10,QSVM,platt,DoS,0.8101113386214555
10,QSVM,platt,Probe,0.7634330822440356
10,QSVM,platt,R2L,0.4926947867376098
10,QSVM,platt,U2R,0.45411586336689136
10,QSVM,isotonic,Normal,0.08845109505617156
10,QSVM,isotonic,DoS,0.8107030285233795
10,QSVM,isotonic,Probe,0.7780774871870718
10,QSVM,isotonic,R2L,0.5017825267809944
10,QSVM,isotonic,U2R,0.487029503981204
10,QSVM,temperature,Normal,0.08031085498165556
10,QSVM,temperature,DoS,0.7985297490257839
10,QSVM,temperature,Probe,0.7495592933812891
10,QSVM,temperature,R2L,0.47131880195266296
10,QSVM,temperature,U2R,0.4319059834616279
10,SVM-RBF,platt,Normal,0.1637793450886087
10,SVM-RBF,platt,DoS,0.8191401484070424
10,SVM-RBF,platt,Probe,0.8300831235314634
10,SVM-RBF,platt,R2L,0.4705486618034427
10,SVM-RBF,platt,U2R,0.4747114877228249
10,SVM-RBF,isotonic,Normal,0.13871995455072092
10,SVM-RBF,isotonic,DoS,0.8281668443921062
10,SVM-RBF,isotonic,Probe,0.8394937326911047
10,SVM-RBF,isotonic,R2L,0.4972196782538517
10,SVM-RBF,isotonic,U2R,0.47526771011479774
10,SVM-RBF,temperature,Normal,0.16424810700048847
10,SVM-RBF,temperature,DoS,0.8196719656475475
10,SVM-RBF,temperature,Probe,0.830583550754808
10,SVM-RBF,temperature,R2L,0.4718770032814725
10,SVM-RBF,temperature,U2R,0.4756830175344061
10,RandomForest,platt,Normal,0.09593950738523847
10,RandomForest,platt,DoS,0.8712443318997627
10,RandomForest,platt,Probe,0.9439479111258596
10,RandomForest,platt,R2L,0.43332620957021606
10,RandomForest,platt,U2R,0.32535075111079614
10,RandomForest,isotonic,Normal,0.08588360345447513
10,RandomForest,isotonic,DoS,0.8617763934492205
10,RandomForest,isotonic,Probe,0.9218257851117062
10,RandomForest,isotonic,R2L,0.4023185861957612
10,RandomForest,isotonic,U2R,0.29724484661505135
10,RandomForest,temperature,Normal,0.08291969340882774
10,RandomForest,temperature,DoS,0.854809873365151
10,RandomForest,temperature,Probe,0.9127037168926904
10,RandomForest,temperature,R2L,0.3865657482783832
10,RandomForest,temperature,U2R,0.28211246034897913
10,MLP,platt,Normal,0.1164084512325142
10,MLP,platt,DoS,0.7946352697415059
10,MLP,platt,Probe,0.9171865372182613
10,MLP,platt,R2L,0.43401091034348016
10,MLP,platt,U2R,0.3755767210984446
10,MLP,isotonic,Normal,0.11902681390976619
10,MLP,isotonic,DoS,0.7851078160939955
10,MLP,isotonic,Probe,0.9279551713984093
10,MLP,isotonic,R2L,0.41050718428107047
10,MLP,isotonic,U2R,0.36483850629206904
10,MLP,temperature,Normal,0.1235766968720061
10,MLP,temperature,DoS,0.8031747247004158
10,MLP,temperature,Probe,0.922809036871611
10,MLP,temperature,R2L,0.46218274370560397
10,MLP,temperature,U2R,0.403603629465624
10,XGBoost,platt,Normal,0.08927880051855716
10,XGBoost,platt,DoS,0.8915379238314568
10,XGBoost,platt,Probe,0.9335477648077405
10,XGBoost,platt,R2L,0.3948900581958674
10,XGBoost,platt,U2R,0.3234652534038037
10,XGBoost,isotonic,Normal,0.09352227245292204
10,XGBoost,isotonic,DoS,0.8961562538561477
10,XGBoost,isotonic,Probe,0.9412789884614013
10,XGBoost,isotonic,R2L,0.3937811187483059
10,XGBoost,isotonic,U2R,0.32218462562133654
10,XGBoost,temperature,Normal,0.07532151424421833
10,XGBoost,temperature,DoS,0.8789886803527631
10,XGBoost,temperature,Probe,0.9121216772395624
10,XGBoost,temperature,R2L,0.3672751568744825
10,XGBoost,temperature,U2R,0.29969887353543356
