ece_full,ece_rare,brier_full,brier_rare,auc_pr,run_id,model,calibrator,temperature
0.2018162205332646,0.6856593422061696,0.19953616926449796,0.6524537524290639,0.9290627601694974,9,RandomForest,temperature,0.20269361348812298
0.1093553488366128,0.5059099007414907,0.1379538866792014,0.3107180521265428,0.9458070685843232,9,MLP,none,
0.11083165689783084,0.5092924830316582,0.14112909753236977,0.32135873144772364,0.9458070685843232,9,MLP,platt,
0.1233871769791647,0.5419387627550997,0.14391064287854546,0.3765499072013213,0.9277504053211174,9,MLP,isotonic,
0.10995020836515315,0.5066995904170679,0.140752841654526,0.3186184561829003,0.9458070685843232,9,MLP,temperature,0.9042654309053213
0.16204986630493529,0.6146998062741194,0.16790877282619476,0.51546710729599,0.9445916911752404,9,XGBoost,none,
0.20223230409087015,0.6539705039023529,0.20638936393267296,0.6206315367878935,0.9445916911752404,9,XGBoost,platt,
0.2134077221977615,0.6701816050283305,0.21172052387872684,0.6393580698122757,0.826228472916686,9,XGBoost,isotonic,
0.1949525000718677,0.6306932859970578,0.20140278729410094,0.5967855176754127,0.9285014700419527,9,XGBoost,temperature,0.3362395409060852
0.18592532727595795,0.518211325924806,0.1413147738990542,0.3005949103132818,0.945007037059874,10,QSVM,none,
0.12363885730097786,0.5082189320234802,0.13506001770564985,0.4020535594817328,0.945007037059874,10,QSVM,platt,
0.11894927811211937,0.4985410212392908,0.1268401208500278,0.37212813878821566,0.9362980044423147,10,QSVM,isotonic,
0.13328839198862238,0.5296112298426479,0.14009916120438182,0.42158179315864214,0.945007037059874,10,QSVM,temperature,0.28074055268640763
0.128772221793147,0.5109942345716161,0.1259130192568497,0.2957118873425219,0.9430037751466432,10,SVM-RBF,none,
0.12088792111822458,0.5293568567139698,0.13065284668937802,0.3631962656852921,0.9430037751466432,10,SVM-RBF,platt,
0.0870245392185944,0.5032785540853477,0.11516399403470155,0.3161071739712172,0.9364125388429433,10,SVM-RBF,isotonic,
0.12073652064245156,0.5280366136037083,0.13047642960106165,0.3620076068536724,0.9430037751466432,10,SVM-RBF,temperature,0.4594548972721418
0.10577089334578169,0.5496807578827376,0.11272927613376532,0.38826888338112386,0.9599749829970206,10,RandomForest,none,
0.12689481481098352,0.5691244529354688,0.1449193824982889,0.522309466454989,0.9591074670368889,10,RandomForest,platt,
0.1264092281790715,0.6000662175142345,0.14595540520888678,0.5460110482047662,0.8947743135788263,10,RandomForest,isotonic,
0.1309939300716593,0.6158049733650008,0.15118518966206856,0.565366302157495,0.9425419705420518,10,RandomForest,temperature,0.16892759863922313
0.12106290270628997,0.533898322794853,0.12655876088635137,0.3416703384511018,0.9482184583250235,10,MLP,none,
0.13647273229366103,0.5673153398866748,0.1402015795178499,0.39795896391629665,0.9482184583250235,10,MLP,platt,
0.1541322897613079,0.5905293338169184,0.1499663529449556,0.4296881190296919,0.928859882275545,10,MLP,isotonic,
0.1303838948972906,0.5391467958113603,0.1355581327969302,0.36860373236415783,0.9464074436859312,10,MLP,temperature,0.7384983441383689
0.10711979539408856,0.5773299041514595,0.12243130058050156,0.46099627017974854,0.9621265396960443,10,XGBoost,none,
0.13400284575411567,0.6067310332408088,0.14899098801980548,0.5731370690609399,0.9621265405008899,10,XGBoost,platt,
0.14331885157346827,0.6078438694087086,0.1541280587067261,0.5844460802768701,0.8654818436244451,10,XGBoost,isotonic,
0.12846350306325754,0.6342585866836871,0.14870637196737732,0.6035032001059564,0.9528969634393654,10,XGBoost,temperature,0.3180383368825793
