f1,acc,ece_full,mce_full,ece_rare,mce_rare,brier_full,brier_rare,auc_roc,auc_pr,platt_A,platt_B,run_id,model,test_set,n_test,n_rare
0.8345061677291167,0.8226579134137686,0.11661586772920869,0.3212133168657117,0.5402975075167459,0.8435865354954758,0.1368795884832236,0.3376461089038367,0.888069538341944,0.9291673372609371,1.19364,-0.03631,6,MLP,full_kddtest_plus,22544,2952
0.8210687412319857,0.8132984386089425,0.14652844315980468,0.6645052426102165,0.4935672265275634,0.9999997720243495,0.17951364550497032,0.473366729653348,0.9381488574706551,0.9473570740342848,5.05246,-0.77245,6,XGBoost,full_kddtest_plus,22544,2952
0.6739130434782609,0.7,0.18416223468795087,0.5994787029877355,0.5065658298230316,0.9354427824441841,0.20795668701850997,0.34855471764634854,0.823051948051948,0.8902435844564723,3.26577,0.19488,6,QSVM,sample100_cu,100,10
0.8037383177570093,0.79,0.1933391079108816,0.6065714907193498,0.5277967058422731,0.867327026425025,0.16483851331655688,0.3407775535792451,0.8405032467532468,0.9046760352752757,2.07078,-0.5772,6,SVM-RBF,sample100_cu,100,10
0.7878787878787878,0.79,0.2194803647210477,0.7999999390667967,0.6502080338291754,0.9999999999999892,0.21730060357387157,0.6026393114169226,0.9078733766233766,0.9297113405671319,12.23402,-2.14396,6,RandomForest,sample100_cu,100,10
0.8,0.79,0.1985589388101325,0.699067079439159,0.608188115964861,0.8661593823319422,0.16746845424466916,0.40408006113778444,0.8230519480519479,0.8942353323601118,1.19364,-0.03631,6,MLP,sample100_cu,100,10
0.7878787878787878,0.79,0.17398156598669856,0.6999999997855513,0.5000317083616764,0.9999999885963531,0.19606538630913714,0.49999786137184143,0.9375,0.9524920562663153,5.05246,-0.77245,6,XGBoost,sample100_cu,100,10
0.8031022613393752,0.7995475514549326,0.13777630658451995,0.5792272749719963,0.5719982537763896,0.947682935923461,0.1537518274442744,0.45131740480997407,0.911260115378545,0.9337689394991603,3.33444,-0.18531,7,QSVM,full_kddtest_plus,22544,2952
0.8033579241923174,0.7942689850958127,0.11110509294388968,0.4998005139991139,0.47301492773357773,0.8058761473685241,0.14533895325433555,0.276077079981086,0.9104082382795302,0.9322308876368214,2.11372,-0.31155,7,SVM-RBF,full_kddtest_plus,22544,2952
0.8292070637119113,0.8249645138396026,0.15019181545620827,0.5421472932910391,0.5081811558904687,0.9999999984795862,0.16548444419752434,0.4953787701242872,0.9405202465328891,0.9452629090992243,9.38879,-0.11445,7,RandomForest,full_kddtest_plus,22544,2952
0.8382244143033292,0.8254080908445706,0.10218913867961676,0.3253226134794157,0.503743258684787,0.8360375260432704,0.12869868752294644,0.30500417673044555,0.9046769129598695,0.9385775311466221,1.12636,-0.02155,7,MLP,full_kddtest_plus,22544,2952
0.8185227173628674,0.8153832505322924,0.17058340284202544,0.559847228632121,0.5308116236107904,0.9999999613032455,0.18254000269703757,0.5113534510552276,0.9397659009442071,0.9501076202412675,5.15192,-1.21809,7,XGBoost,full_kddtest_plus,22544,2952
0.78,0.78,0.1536214371773126,0.7480950842521801,0.5779708336496996,0.917389487380028,0.16030329245434452,0.4396211131831347,0.9147727272727273,0.9361220217800554,3.33444,-0.18531,7,QSVM,sample100_cu,100,10
0.76,0.76,0.15421288720027443,0.7111659497148377,0.5466425687030642,0.8747325934087672,0.1656670983214031,0.3457869261168337,0.8981331168831168,0.9238212386104766,2.11372,-0.31155,7,SVM-RBF,sample100_cu,100,10
0.8316831683168316,0.83,0.1807531358130117,0.5999999999979002,0.6001659203174465,0.9999999999972601,0.1746062027149414,0.5986354535755257,0.9234983766233766,0.9418460002179647,9.38879,-0.11445,7,RandomForest,sample100_cu,100,10
0.8,0.79,0.1391399697752722,0.5990627366867012,0.6079305727137096,0.9175516626392084,0.16266498168148483,0.4116274505178283,0.8482142857142857,0.9111849439886992,1.12636,-0.02155,7,MLP,sample100_cu,100,10
0.7835051546391752,0.79,0.18795804627373514,0.6999999998750119,0.6129346816356234,0.9999999995519259,0.20567732527865448,0.6005646763014263,0.919237012987013,0.9385592131336837,5.15192,-1.21809,7,XGBoost,sample100_cu,100,10
0.7969298816183167,0.7922728885734563,0.13330371591014542,0.5963154745938881,0.530850718572095,0.9572639434867972,0.15352691968049847,0.40197711331688696,0.9205215204727946,0.9387141029130464,3.33785,-0.17395,8,QSVM,full_kddtest_plus,22544,2952
0.8092290850911541,0.7990152590489709,0.1362467178885608,0.3586928668259872,0.5197721147651814,0.9208494418162205,0.15819355902073975,0.34301825090233434,0.8984466840141077,0.9268631948561356,2.07716,-0.28323,8,SVM-RBF,full_kddtest_plus,22544,2952
0.7776554760594386,0.7849538679914834,0.1856768878842997,0.6598680007650572,0.6842828469629693,0.9999999449084455,0.19368560007928787,0.6342870223417868,0.935466494188877,0.9425143732489715,9.11298,0.23346,8,RandomForest,full_kddtest_plus,22544,2952
0.8446625766871165,0.8315294535131299,0.1158708069167648,0.4060228719260404,0.5155823674138711,0.8024168640902088,0.1308726870039094,0.31433987797136165,0.9018185885341252,0.9371104694894113,1.33475,-0.23677,8,MLP,full_kddtest_plus,22544,2952
0.7830617152017099,0.78388928317956,0.20508422985072186,0.6708092535334907,0.7035922359057728,0.9999896841907865,0.2037390963127762,0.6674465999657037,0.9337169933833844,0.9429445663083728,3.89213,-0.32877,8,XGBoost,full_kddtest_plus,22544,2952
0.7676767676767676,0.77,0.15058576768502677,0.8841104486843353,0.46136509508701185,0.8874624298344314,0.16708236367585905,0.3246574886616011,0.9285714285714286,0.9447296069577585,3.33785,-0.17395,8,QSVM,sample100_cu,100,10
0.8148148148148148,0.8,0.16456423117756272,0.5522851498372945,0.4862585377303699,0.9364691814661417,0.15117757634993645,0.30849653167373237,0.8916396103896104,0.9202212256331354,2.07716,-0.28323,8,SVM-RBF,sample100_cu,100,10
0.717391304347826,0.74,0.18452529649309996,0.5999999999899901,0.8071580566486427,0.9999999999195991,0.22365729115011732,0.7553177131801215,0.9172077922077922,0.9347164844640907,9.11298,0.23346,8,RandomForest,sample100_cu,100,10
0.8113207547169812,0.8,0.15969221452131144,0.5996951279981358,0.5386971920810284,0.7400995103840013,0.15894777543414734,0.3228496784564462,0.838474025974026,0.9038749629771397,1.33475,-0.23677,8,MLP,sample100_cu,100,10
