effect,estimate,ci95_low,ci95_high,wilcoxon_p,paired_dz
ZZ_minus_Z_F1,0.01136002423336412,-0.0054082667196601875,0.028128315186388426,0.232421875,0.4846332765991421
ZZ_minus_Z_KTA,0.1378072101942575,0.12673839944570334,0.1488760209428117,0.001953125,8.906226851906897
