run_id,delta_f1,delta_kta
1,0.05339265850945496,0.1361127534780704
2,0.026778032096441473,0.11778521928591716
3,-9.75964039581223e-05,0.1458332950919191
4,-0.03002811636266489,0.14400991364762644
5,0.020357430839980095,0.14051509564609246
6,0.010223782647753366,0.16280148778971665
7,0.00988038637602029,0.1416653211301861
8,0.013290912047674963,0.11552784693905715
9,-0.016602010382333443,0.12104842549022629
10,0.0264047629652725,0.15277245345581578
