model,f1_macro_mean,f1_macro_ci95_low,f1_macro_ci95_high,kta_mean,kta_ci95_low,kta_ci95_high
QSVM_ZZ,0.8468879064131374,0.8321345233722818,0.861641289453993,0.20748608530205312,0.19833705584647324,0.216635114757633
QSVM_Z,0.835527882179773,0.8240952280386458,0.8469605363209003,0.06967887510779565,0.06306540919322715,0.07629234102236415
