effect,estimate,ci95_low,ci95_high,se,n,wilcoxon_p,paired_dz
ZZ_minus_Z_F1,0.01136002423336412,-0.00540826671924587,0.02812831518597411,0.007412522537500547,10,0.232421875,0.4846332765991421
ZZ_minus_Z_KTA,0.13780718119546273,0.12673837059198634,0.14887599179893912,0.004893033422038943,10,0.001953125,8.90622509428098
