kernel,f1_macro,accuracy,kta,n_sv,sv_ratio,margin_mean,margin_std
quantum,0.8781788351107465,0.8787878787878788,0.21536515452847796,70,0.7,0.8508588730841075,0.2862323131964535
quantum_z,0.8181632653061224,0.8181818181818182,0.07578729395794842,73,0.73,0.8200871961666933,0.36224247652685837
linear,0.7877921812799837,0.7878787878787878,0.06509101515115244,37,0.37,1.2740887666458938,0.6316185791344137
poly,0.8181632653061224,0.8181818181818182,0.13164337565327452,36,0.36,1.6110784558286182,1.1223675778756232
rbf,0.8444211629125196,0.8484848484848485,0.28965875732181295,34,0.34,1.4072741317305062,0.5942190678090354
