model_key,mean_f1,std_f1,mean_acc,std_acc,mean_kta,std_kta,mean_nsv,std_nsv,mean_svr,std_svr,mean_margin
linear_mm,0.797818266451648,0.0062424290960383004,0.7986577181208053,0.006277948635526744,0.06682507790799685,0.010702853206476359,360.6,16.9941166289984,0.3606,0.0169941166289984,1.1285027280836644
linear_std,0.7951066326596279,0.007011201672686771,0.795973154362416,0.0072749944257311525,0.06682507790799685,0.010702853206476359,357.6,17.47283606058272,0.35760000000000003,0.017472836060582725,1.1403691289234363
poly_mm,0.7874687928781803,0.0038787578913584615,0.789261744966443,0.0036759903188266284,0.12645604792509013,0.0160621443856922,340.4,21.054690688775274,0.3404,0.021054690688775267,1.1523732726169633
poly_std,0.8241026966633636,0.020765836060971564,0.8248322147651006,0.020467047895271023,0.12645604792509013,0.0160621443856922,403.2,11.777096416349831,0.4032,0.01177709641634981,0.9542902429032756
quantum,0.8412278938662604,0.02356716849124352,0.8416107382550336,0.02365712313022094,0.20318075440309072,0.025009043748916344,232.6,15.404544783926594,0.2326,0.0154045447839266,1.3007070794820486
quantum_z,0.7982096696927832,0.03215654429181309,0.7986577181208053,0.032099205486088904,0.07171633177479421,0.008696426715490086,269.6,15.339491516996247,0.2696,0.01533949151699625,1.2162210321546627
rbf_mm,0.7856436867283668,0.00847978346825324,0.787248322147651,0.007725412371289433,0.2634024139447833,0.041035073564410295,401.4,13.776792079435623,0.40140000000000003,0.013776792079435609,0.8885220724136786
rbf_std,0.8152259161334487,0.023347337575992597,0.8161073825503357,0.02389393707237304,0.2634024139447833,0.041035073564410295,268.4,20.18167485616593,0.2684,0.020181674856165923,1.60090551623296
