arm,test_split,n_train,comparison,baseline,baseline_family,metric,mean_delta,median_delta,ci_low,ci_high,raw_p,wilcoxon_p,effect_size_dz,positive_run_fraction,verdict_uncorrected,verdict,n_runs,holm_p
frozen_c2,fixed_300,500,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.020381616659832735,-0.01666899824643714,-0.03694746465656172,-0.0038157686631037496,0.013671875,0.013671875,-0.8801318372193818,0.2,classical-favorable,classical-favorable,10,0.013671875
frozen_c2,fixed_300,1000,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,-0.018987682597725077,-0.011689609869736328,-0.03463255113174743,-0.0033428140637027266,0.01953125,0.01953125,-0.8682060731365835,0.2,classical-favorable,classical-favorable,10,0.01953125
frozen_c2,fixed_300,1000,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.03946240647609565,0.04019007747303821,0.029155375934353404,0.04976943701783789,0.001953125,0.001953125,2.738878562993441,1.0,QSVM-favorable,QSVM-favorable,10,0.005859375
frozen_c2,fixed_300,1000,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.015705693569554334,0.020558158350515443,-0.012694832259610465,0.04410621939871913,0.232421875,0.232421875,0.39559747680806073,0.6,inconclusive,inconclusive,10,0.46484375
frozen_c2,fixed_300,1000,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,-0.011939123863089107,-0.016782275352193843,-0.032537766232653885,0.008659518506475672,0.275390625,0.275390625,-0.41462609784998206,0.3,inconclusive,inconclusive,10,0.46484375
frozen_c2,fixed_300,1000,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.014743551625075424,-0.013455115013848606,-0.030713660167267454,0.0012265569171166033,0.10546875,0.10546875,-0.6604151403021755,0.4,inconclusive,inconclusive,10,0.2109375
frozen_c2,fixed_300,1000,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.014081321684264136,-0.018327417391665657,-0.03205390268810706,0.003891259319578788,0.130859375,0.130859375,-0.5604743531203983,0.4,inconclusive,inconclusive,10,0.2109375
frozen_c2,fixed_300,2000,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,-0.026621774428607848,-0.02658617235734051,-0.03940732938611407,-0.013836219471101627,0.005859375,0.005859375,-1.4894989110752177,0.1,classical-favorable,classical-favorable,10,0.005859375
frozen_c2,fixed_300,2000,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.055328509334310584,0.05760264898912354,0.03839838024288858,0.07225863842573259,0.001953125,0.001953125,2.33782217699777,1.0,QSVM-favorable,QSVM-favorable,10,0.005859375
frozen_c2,fixed_300,2000,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.012349254405290333,0.016530933152111404,-0.0011743570161849345,0.025872865826765602,0.064453125,0.064453125,0.6532370789939033,0.7,inconclusive,inconclusive,10,0.12890625
frozen_c2,fixed_300,2000,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,-0.003155439221174672,0.003572286235836608,-0.021027633532215956,0.014716755089866612,1.0,1.0,-0.12630039708350074,0.6,inconclusive,inconclusive,10,1.0
frozen_c2,fixed_300,2000,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,0.006902495245632567,0.013151337632812232,-0.010148654039037652,0.023953644530302787,0.42578125,0.42578125,0.2895844473564138,0.6,inconclusive,inconclusive,10,0.8515625
frozen_c2,fixed_300,2000,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.0010584149845627943,-0.0033430255840016243,-0.013012927486129533,0.010896097517003944,0.76953125,0.76953125,-0.06333545332698419,0.4,inconclusive,inconclusive,10,0.8515625
frozen_c2,full_kddtest_plus,100,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,-0.0375088375297142,-0.029777316908823903,-0.08668798108259457,0.011670306023166162,0.130859375,0.130859375,-0.5456013265656223,0.4,inconclusive,inconclusive,10,0.130859375
frozen_c2,full_kddtest_plus,100,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,-0.0012050124426000286,0.039891181579376045,-0.06858821800936772,0.06617819312416766,0.625,0.625,-0.01279271244732294,0.6,inconclusive,inconclusive,10,1.0
frozen_c2,full_kddtest_plus,100,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.024589275927909993,-0.007338558009898299,-0.05084452765125272,0.1000230795070727,0.76953125,0.76953125,0.23318601890979815,0.4,inconclusive,inconclusive,10,1.0
frozen_c2,full_kddtest_plus,100,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,-0.041168910936721426,-0.026439691960171485,-0.09201336916969928,0.009675547296256429,0.16015625,0.16015625,-0.5792266408843991,0.4,inconclusive,inconclusive,10,0.48046875
