featset,model,n_train,run_id,run_seed,f1_macro,params,secs
k20,XGBoost,1000,7,106,0.7584049604908594,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.03, ""subsample"": 1.0}",7.8
k20,RandomForest,1000,7,106,0.7769641223851824,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",17.2
all122,XGBoost,2000,7,106,0.7823710379866814,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.03, ""subsample"": 0.8}",9.2
all122,RandomForest,2000,7,106,0.7832979699426192,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",17.9
k20,XGBoost,2000,7,106,0.7796189950192873,"{""n_estimators"": 500, ""max_depth"": 3, ""learning_rate"": 0.03, ""subsample"": 0.8}",8.5
k20,RandomForest,2000,7,106,0.7649824019539238,"{""n_estimators"": 200, ""max_depth"": 10, ""min_samples_leaf"": 1}",17.8
all122,XGBoost,5000,7,106,0.7785255395956767,"{""n_estimators"": 500, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 1.0}",12.0
all122,RandomForest,5000,7,106,0.7616843571120395,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",20.8
k20,XGBoost,5000,7,106,0.7337722787102816,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",9.6
k20,RandomForest,5000,7,106,0.7437931515371438,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",20.6
all122,XGBoost,10000,7,106,0.7756590928067828,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",15.6
all122,RandomForest,10000,7,106,0.7650956167859522,"{""n_estimators"": 500, ""max_depth"": 20, ""min_samples_leaf"": 1}",26.3
k20,XGBoost,10000,7,106,0.7701573046530801,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",10.9
k20,RandomForest,10000,7,106,0.7346510306080107,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 2}",24.7
all122,XGBoost,100,8,107,0.805549121823427,"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 0.8}",4.7
all122,RandomForest,100,8,107,0.7261317542509498,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",12.2
k20,XGBoost,100,8,107,0.7555647814053678,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",5.1
k20,RandomForest,100,8,107,0.7372881361976478,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",12.4
all122,XGBoost,200,8,107,0.8099278680573891,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",5.4
all122,RandomForest,200,8,107,0.7732206801728366,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",12.5
k20,XGBoost,200,8,107,0.7781222834445546,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",6.4
k20,RandomForest,200,8,107,0.7264713867331448,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",12.6
all122,XGBoost,500,8,107,0.8064072735508514,"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 1.0}",6.9
all122,RandomForest,500,8,107,0.7763345880844558,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",13.2
k20,XGBoost,500,8,107,0.7853072088448055,"{""n_estimators"": 500, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 0.8}",7.4
k20,RandomForest,500,8,107,0.7536720507155055,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 2}",12.9
all122,XGBoost,1000,8,107,0.8091407310130199,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",8.1
all122,RandomForest,1000,8,107,0.7904727962300013,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",17.0
k20,XGBoost,1000,8,107,0.8449490968453963,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",8.1
k20,RandomForest,1000,8,107,0.8257968130271116,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",17.3
all122,XGBoost,2000,8,107,0.8025876437060633,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",9.6
all122,RandomForest,2000,8,107,0.8030538753369503,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",18.3
k20,XGBoost,2000,8,107,0.7835690694540546,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",8.6
k20,RandomForest,2000,8,107,0.7790304709272124,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",18.4
all122,XGBoost,5000,8,107,0.7689995628096764,"{""n_estimators"": 500, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 1.0}",12.4
all122,RandomForest,5000,8,107,0.7724926296580839,"{""n_estimators"": 200, ""max_depth"": 20, ""min_samples_leaf"": 1}",20.5
k20,XGBoost,5000,8,107,0.7681133902395897,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",9.5
k20,RandomForest,5000,8,107,0.7405919739931017,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",20.5
all122,XGBoost,10000,8,107,0.7864275285608875,"{""n_estimators"": 500, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 1.0}",15.8
all122,RandomForest,10000,8,107,0.7701442727283272,"{""n_estimators"": 200, ""max_depth"": 20, ""min_samples_leaf"": 1}",25.8
k20,XGBoost,10000,8,107,0.7541581948357567,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",10.9
k20,RandomForest,10000,8,107,0.7431003377859665,"{""n_estimators"": 200, ""max_depth"": 20, ""min_samples_leaf"": 1}",24.6
all122,XGBoost,100,9,108,0.7847012596275134,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.03, ""subsample"": 1.0}",4.7
all122,RandomForest,100,9,108,0.7729755532429785,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",12.2
k20,XGBoost,100,9,108,0.7505782156723584,"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.03, ""subsample"": 0.8}",5.0
k20,RandomForest,100,9,108,0.760041506290455,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",12.3
all122,XGBoost,200,9,108,0.7701269142306589,"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 1.0}",5.2
all122,RandomForest,200,9,108,0.7604410297874249,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",12.5
k20,XGBoost,200,9,108,0.7381022649702504,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",5.7
k20,RandomForest,200,9,108,0.7367972350320147,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",12.8
all122,XGBoost,500,9,108,0.8118790372725143,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",6.4
all122,RandomForest,500,9,108,0.7869213354143965,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",12.9
k20,XGBoost,500,9,108,0.7190915903331128,"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.03, ""subsample"": 0.8}",7.0
k20,RandomForest,500,9,108,0.7480064012503471,"{""n_estimators"": 500, ""max_depth"": 10, ""min_samples_leaf"": 1}",12.9
all122,XGBoost,1000,9,108,0.8018542915697964,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",7.9
all122,RandomForest,1000,9,108,0.8012533757502542,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",16.7
k20,XGBoost,1000,9,108,0.7373147902986794,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.03, ""subsample"": 1.0}",8.0
k20,RandomForest,1000,9,108,0.7619353279216657,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",17.0
all122,XGBoost,2000,9,108,0.7754112270631113,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.03, ""subsample"": 0.8}",9.5
all122,RandomForest,2000,9,108,0.7802275254136856,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",18.0
k20,XGBoost,2000,9,108,0.7596970068781745,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",8.9
k20,RandomForest,2000,9,108,0.7538990581733582,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",18.2
all122,XGBoost,5000,9,108,0.7575853100031837,"{""n_estimators"": 500, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 1.0}",12.4
all122,RandomForest,5000,9,108,0.7714407136420565,"{""n_estimators"": 200, ""max_depth"": 20, ""min_samples_leaf"": 1}",20.4
k20,XGBoost,5000,9,108,0.7524979919724457,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",9.6
k20,RandomForest,5000,9,108,0.7391300704271295,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",20.6
all122,XGBoost,10000,9,108,0.7692458039360671,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",15.6
all122,RandomForest,10000,9,108,0.7688672703831396,"{""n_estimators"": 200, ""max_depth"": 20, ""min_samples_leaf"": 1}",25.3
k20,XGBoost,10000,9,108,0.7630938173233968,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",10.8
k20,RandomForest,10000,9,108,0.7407005992901597,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",25.5
all122,XGBoost,100,10,109,0.8608991609997672,"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 1.0}",4.3
all122,RandomForest,100,10,109,0.8052536592741479,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",12.0
k20,XGBoost,100,10,109,0.7774173511761515,"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.03, ""subsample"": 0.8}",5.3
k20,RandomForest,100,10,109,0.7618958009378818,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 2}",12.4
all122,XGBoost,200,10,109,0.811699249090505,"{""n_estimators"": 500, ""max_depth"": 3, ""learning_rate"": 0.03, ""subsample"": 0.8}",5.5
all122,RandomForest,200,10,109,0.798305282016968,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 2}",12.6
k20,XGBoost,200,10,109,0.7672769386759073,"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.03, ""subsample"": 0.8}",6.4
k20,RandomForest,200,10,109,0.7715829423153275,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",12.6
all122,XGBoost,500,10,109,0.8364359851258979,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",6.8
all122,RandomForest,500,10,109,0.7895413519617966,"{""n_estimators"": 200, ""max_depth"": 10, ""min_samples_leaf"": 1}",12.7
k20,XGBoost,500,10,109,0.7457631198984427,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.03, ""subsample"": 0.8}",7.1
k20,RandomForest,500,10,109,0.7496788179047331,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",12.8
all122,XGBoost,1000,10,109,0.8131114348987362,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.03, ""subsample"": 1.0}",7.8
all122,RandomForest,1000,10,109,0.7766016512628624,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",16.8
k20,XGBoost,1000,10,109,0.7561332047035344,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.03, ""subsample"": 0.8}",8.4
k20,RandomForest,1000,10,109,0.7588466401549787,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",17.5
all122,XGBoost,2000,10,109,0.8206132347933566,"{""n_estimators"": 500, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 0.8}",9.7
all122,RandomForest,2000,10,109,0.7841477056816257,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",18.4
k20,XGBoost,2000,10,109,0.7704453419391901,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",8.8
k20,RandomForest,2000,10,109,0.7620865815953051,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",18.4
all122,XGBoost,5000,10,109,0.7907355614861837,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",12.4
all122,RandomForest,5000,10,109,0.7864104814628149,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_leaf"": 1}",20.9
k20,XGBoost,5000,10,109,0.7814919897217092,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",9.9
k20,RandomForest,5000,10,109,0.769212311942076,"{""n_estimators"": 200, ""max_depth"": 20, ""min_samples_leaf"": 1}",20.7
all122,XGBoost,10000,10,109,0.7809394832175691,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 0.8}",15.8
all122,RandomForest,10000,10,109,0.7604702085401507,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 1}",25.7
k20,XGBoost,10000,10,109,0.772668572269744,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0}",10.8
k20,RandomForest,10000,10,109,0.7542442736788679,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 2}",25.1
