regime,repr_mode,arm,n_train,run_id,n_rare_train,test_split,model,f1_macro,accuracy,precision_macro,recall_macro,n_rare,recall_rare,precision_rare,f1_rare,margin_signed_mean,margin_signed_std,margin_abs_mean,margin_abs_std,rare_margin_signed_mean,rare_margin_signed_std,rare_margin_abs_mean,rare_margin_abs_std
matched,frozen_c1,tuned_per_N,1000,1,100,fixed_300,QSVM_ZZ,0.8731924360400445,0.8733333333333333,0.876798360874794,0.8808698392688308,30,0.7,1.0,0.8235294117647058,0.9719391111662776,0.9313222804901432,1.2225973764082905,0.5632783336429859,0.18648228946150888,0.9345985250614843,0.7835685034597387,0.5424670014994216
matched,frozen_c1,tuned_per_N,1000,1,100,fixed_300,QSVM_Z,0.8197997775305895,0.82,0.8412567176519223,0.8344964206924497,30,0.5333333333333333,1.0,0.6956521739130435,0.7561963997769144,0.8974903395695167,1.0761944833847072,0.4681103914553666,-0.03710541000375729,0.749549993620392,0.6026998089113706,0.4471632193350368
matched,frozen_c1,tuned_per_N,1000,1,100,fixed_300,SVM_Linear,0.8227642095172276,0.8233333333333334,0.8233333333333334,0.8275404079059925,30,0.7,1.0,0.8235294117647058,0.7927650421634208,0.8667969281502974,1.0953344982590056,0.42432966388275833,0.32818381569528504,0.7097862360304149,0.7202306391798442,0.304579947023985
matched,frozen_c1,tuned_per_N,1000,1,100,fixed_300,SVM_Poly2,0.84622927438046,0.8466666666666667,0.8470598693275257,0.8515600378190986,30,0.8333333333333334,1.0,0.9090909090909091,0.7352512483339197,0.8176314393582758,0.9789245617175069,0.5008215962494632,0.26805847690257106,0.36264297860175326,0.35878906987959475,0.27319531530283087
matched,frozen_c1,tuned_per_N,1000,1,100,fixed_300,SVM_RBF,0.8532289628180039,0.8533333333333334,0.8580222133012178,0.8613749943721579,30,0.4666666666666667,1.0,0.6363636363636364,1.3663082564461462,1.2835254954938318,1.643426289507937,0.9018791383382636,-0.17742924035644944,0.8458133155470607,0.7541676056949639,0.4220337932091498
matched,frozen_c1,tuned_per_N,1000,1,100,fixed_300,RandomForest,0.8566523318998567,0.8566666666666667,0.8708144796380091,0.868961325469362,30,0.36666666666666664,1.0,0.5365853658536586,0.3370550891685235,0.2809716441152336,0.4205852166337124,0.12513701882493478,-0.11137621220043238,0.305352805751548,0.3056618091727714,0.11052535925156087
matched,frozen_c1,tuned_per_N,1000,1,100,fixed_300,XGBoost,0.8399359743897559,0.84,0.8570843384461335,0.8532258790689298,30,0.23333333333333334,1.0,0.3783783783783784,0.341794790327549,0.3211003947114133,0.45641953537861507,0.10775133365136474,-0.19209209382534026,0.35692411076543606,0.3736140618721644,0.15718373365995308
matched,frozen_c1,tuned_per_N,1000,1,100,full_kddtest_plus,QSVM_ZZ,0.7936126404442922,0.7936923349893541,0.8035461718430441,0.8064369119738419,2952,0.5121951219512195,1.0,0.6774193548387096,0.7859341707552558,1.0650905178043022,1.1791423610658172,0.6014429517564557,-0.13899395602282758,0.9893155960410732,0.8145603548453562,0.5784082439723582
matched,frozen_c1,tuned_per_N,1000,1,100,full_kddtest_plus,QSVM_Z,0.7710450062024368,0.771291696238467,0.7978375403712297,0.7910073740786916,2952,0.4515582655826558,1.0,0.6221703617269545,0.6365627853033401,0.9228558965343632,1.0112196453079474,0.48405579672663634,-0.018016886036724442,0.6523420766669514,0.534752142817327,0.3740520537637618
matched,frozen_c1,tuned_per_N,1000,1,100,full_kddtest_plus,SVM_Linear,0.7847806258997222,0.7851312987934705,0.7900979232439949,0.794783671868259,2952,0.5697831978319783,1.0,0.7259387138541217,0.7250086222614318,0.8979829628201623,1.0628109089792528,0.4499376352600339,0.12264119186577266,0.6437072133895213,0.5949865913631953,0.2745738418166705
matched,frozen_c1,tuned_per_N,1000,1,100,full_kddtest_plus,SVM_Poly2,0.796428420469879,0.7964868701206529,0.8070889248183206,0.8096681302291087,2952,0.6399051490514905,1.0,0.7804172691592646,0.6161933030548254,0.8706435932456361,0.9269625371811802,0.5276882676845467,0.12889220742887958,0.4111148489468073,0.35735941463475474,0.24067170363869303
matched,frozen_c1,tuned_per_N,1000,1,100,full_kddtest_plus,SVM_RBF,0.8168624555309105,0.8180890702625976,0.8165454387258803,0.822529984309339,2952,0.600609756097561,1.0,0.7504761904761905,1.2296362779098495,1.3414795830665194,1.5775659901596144,0.9071154250854883,0.24094486917845487,0.8046759881467838,0.7435922990322872,0.390676808504553
matched,frozen_c1,tuned_per_N,1000,1,100,full_kddtest_plus,RandomForest,0.8363469677677201,0.8365862313697658,0.8421960072286991,0.8475453261936529,2952,0.513550135501355,1.0,0.6786034019695614,0.3050072586759655,0.293462017535375,0.3955861150566917,0.1505357404582511,-0.04162970716628414,0.28313771406805444,0.24695361736355134,0.14461641856127752
matched,frozen_c1,tuned_per_N,1000,1,100,full_kddtest_plus,XGBoost,0.8195446709592014,0.8195528743789922,0.8334178241914225,0.8346256288543633,2952,0.3462059620596206,1.0,0.5143432310015098,0.31406663133345697,0.33939093337586523,0.44696923960436524,0.11850128025629979,-0.08916759522263273,0.38010433274959027,0.34465152222087714,0.18342707554674356
matched,frozen_c1,tuned_per_N,1000,2,100,fixed_300,QSVM_ZZ,0.8598442714126808,0.86,0.8634359271301947,0.8673630183242538,30,0.7,1.0,0.8235294117647058,0.9155067710173826,0.8499260698937671,1.1639474555535985,0.4536003668142728,0.26496496972435296,1.008549046794175,0.954878089386965,0.41902917485440755
matched,frozen_c1,tuned_per_N,1000,2,100,fixed_300,QSVM_Z,0.8330662393162394,0.8333333333333334,0.8576573248995798,0.8487686281572193,30,0.4666666666666667,1.0,0.6363636363636364,0.9634335513251794,0.9162384764063377,1.2114724218866049,0.547751517090239,-0.03385888801039779,0.9309820039159329,0.755691797621091,0.5447970474597224
matched,frozen_c1,tuned_per_N,1000,2,100,fixed_300,SVM_Linear,0.7833116644997833,0.7833333333333333,0.7961538461538462,0.7946738102741885,30,0.4,1.0,0.5714285714285714,0.8579828260661296,0.9196342087835968,1.1507673912063803,0.507539179892071,-0.11124950182963006,0.6192200406190174,0.5158775747560661,0.36011142473595276
matched,frozen_c1,tuned_per_N,1000,2,100,fixed_300,SVM_Poly2,0.8429406850459482,0.8433333333333334,0.8441500711237553,0.8485660258430507,30,0.8,1.0,0.8888888888888888,0.720026208262312,0.80368240115795,0.9500123022260122,0.5116832693520893,0.15063660728156975,0.36882205417274755,0.27826596463761427,0.2851125181780081
matched,frozen_c1,tuned_per_N,1000,2,100,fixed_300,SVM_RBF,0.8333333333333334,0.8333333333333334,0.8441763090360632,0.8441763090360632,30,0.4,1.0,0.5714285714285714,1.5968165430135717,1.6119415302280586,1.9712076727044776,1.1236186541646527,-0.1766199920288386,1.5216098716053292,1.2705871193728235,0.8556281873775102
matched,frozen_c1,tuned_per_N,1000,2,100,fixed_300,RandomForest,0.8566650740563784,0.8566666666666667,0.8687770562770563,0.8681959389491694,30,0.4,1.0,0.5714285714285714,0.3460450290109699,0.2839843903984515,0.43129866936952427,0.11989893199382923,-0.04693513619446768,0.3259418013962525,0.3080648638055324,0.11634863383601093
matched,frozen_c1,tuned_per_N,1000,2,100,fixed_300,XGBoost,0.856626840789108,0.8566666666666667,0.8635265700483092,0.8658997793885912,30,0.43333333333333335,1.0,0.6046511627906976,0.35540122936169305,0.3094246707140606,0.46343292941649755,0.08534389615403778,-0.03390578428904215,0.3819066460832601,0.35988205671310425,0.13223915375850515
matched,frozen_c1,tuned_per_N,1000,2,100,full_kddtest_plus,QSVM_ZZ,0.8065335902110023,0.806556068133428,0.8190138896269943,0.8208047650744801,2952,0.4834010840108401,1.0,0.6517469741950217,0.773127303521326,0.9598240314283821,1.124725374237815,0.5039651092121319,-0.14132533692480498,1.0931110741627748,0.9816640268016962,0.5011989722631958
matched,frozen_c1,tuned_per_N,1000,2,100,full_kddtest_plus,QSVM_Z,0.7549900302021363,0.7559882895670689,0.7953367050550346,0.7797825600595943,2952,0.2845528455284553,1.0,0.4430379746835443,0.7747203780216219,0.9971559565644981,1.1446144229873771,0.5332630575272372,-0.3218615687986832,0.8095516840108562,0.7598431781987299,0.42615389602726367
matched,frozen_c1,tuned_per_N,1000,2,100,full_kddtest_plus,SVM_Linear,0.7582970952979733,0.75847232079489,0.7822305344589505,0.7771043654083333,2952,0.30724932249322495,1.0,0.4700699663125162,0.7690870129942302,0.9557495694398208,1.1092706395924368,0.5238995334784872,-0.2570280003174334,0.5177414350160422,0.477937907873988,0.32510758634132875
matched,frozen_c1,tuned_per_N,1000,2,100,full_kddtest_plus,SVM_Poly2,0.7906306237641851,0.7906316536550745,0.8054013170906067,0.8057777347353637,2952,0.6148373983739838,1.0,0.7614852108244179,0.5931188581243599,0.8544711172343463,0.8983019213539756,0.5243706019050004,0.027254441564108625,0.38099851387788247,0.29710021154635413,0.2400711070937901
matched,frozen_c1,tuned_per_N,1000,2,100,full_kddtest_plus,SVM_RBF,0.7943517703901439,0.794623846699787,0.8004742085226997,0.8050254955288008,2952,0.5213414634146342,1.0,0.685370741482966,1.3354351765277246,1.6807351186013435,1.8157325760517646,1.1451518946724621,-0.001752387108708046,1.1427201796130824,0.9190018779217416,0.6791524336493587
matched,frozen_c1,tuned_per_N,1000,2,100,full_kddtest_plus,RandomForest,0.7956410303325736,0.7956440738112136,0.809999611803816,0.8106564326827598,2952,0.29132791327913277,1.0,0.45120671563483733,0.29950969305330394,0.3104010430707934,0.40590738628452866,0.14592483521314428,-0.06431455634034536,0.29533428371199494,0.25648667877249576,0.15991649353705556
matched,frozen_c1,tuned_per_N,1000,2,100,full_kddtest_plus,XGBoost,0.8097024862365978,0.8100159687721789,0.8150189242526737,0.8201235972066822,2952,0.4190379403794038,1.0,0.5905944139412748,0.3102565950312836,0.34339076718490696,0.4524643800311938,0.09722324079782743,-0.05129092592534011,0.37679975409335464,0.35669132917715607,0.13183364311481718
matched,frozen_c1,tuned_per_N,1000,3,100,fixed_300,QSVM_ZZ,0.8699291836666629,0.87,0.8754464285714285,0.8786412138129756,30,0.7333333333333333,1.0,0.8461538461538461,0.7765430381759768,0.6111222920599169,0.9217328348795638,0.35622763382004125,0.33154011395111915,0.5807766836370452,0.5976487519818626,0.300060614992517
matched,frozen_c1,tuned_per_N,1000,3,100,fixed_300,QSVM_Z,0.8023649214484306,0.8033333333333333,0.8394756838905775,0.8218225203727882,30,0.4,1.0,0.5714285714285714,0.6795393031146952,0.7109855977957728,0.9205709566081066,0.34615502105307294,-0.15021075330045897,0.6744389107037505,0.5720523827950138,0.38753991538537036
matched,frozen_c1,tuned_per_N,1000,3,100,fixed_300,SVM_Linear,0.8164198533584041,0.8166666666666667,0.8194444444444444,0.8230831569942821,30,0.6333333333333333,1.0,0.7755102040816326,0.8406390238239706,0.9242572559080986,1.1565990635411534,0.4724447583476967,0.08173494154917034,0.710258779093664,0.6234625861907922,0.34991790118534605
matched,frozen_c1,tuned_per_N,1000,3,100,fixed_300,SVM_Poly2,0.8264738598442714,0.8266666666666667,0.8300298427686963,0.8335959659628112,30,0.6666666666666666,1.0,0.8,0.7841783397644159,0.8719278651245972,1.032036697165137,0.5568609577272308,0.18607132817430522,0.4220115265078689,0.29914207777739377,0.35104171401284406
