regime,n_train,model,f1_rare,recall_rare,precision_rare,margin_signed_mean,margin_signed_std,margin_abs_mean,margin_abs_std,d_signed_vs_ZZ,d_absmargin_vs_ZZ,delta_f1_rare,ci_low,ci_high,wilcoxon_p,dz_f1_rare,verdict
natural,100,RandomForest,0.25501907808277374,0.15287940379403792,1.0,-0.22189828824840702,0.21043379937771842,0.28383199969262185,0.1330830869688544,-0.3363120787447698,0.9135678963752569,0.07836009679603424,-0.02100545100292299,0.17772564459499146,0.193359375,0.5641335214997034,inconclusive
natural,100,XGBoost,0.27511841614788135,0.16737804878048776,1.0,-0.25425755300213326,0.24424797545994012,0.3362888782469399,0.12801647577091016,-0.2378102502357735,0.6683889647016914,0.058260758730926634,-0.026666439004533124,0.14318795646638638,0.232421875,0.4907407428546004,inconclusive
natural,200,QSVM_ZZ,0.33769835750673494,0.2224593495934959,1.0,-0.340469899376584,0.43365927334720544,0.49556751985395275,0.2889387103036797,,,,,,,,
natural,200,QSVM_Z,0.3915525237606484,0.2691056910569106,1.0,-0.4595590526036563,0.5801475124160617,0.7241220159196284,0.32370526680614187,0.35690002632409706,-0.7936860341771304,-0.053854166253913496,-0.2491247834870121,0.1414164509791851,0.76953125,-0.19729004952671042,inconclusive
natural,200,SVM_Linear,0.09116895568588394,0.047764227642276356,1.0,-0.8614444819766023,0.3729722198964718,0.9067565509277845,0.2339758238299931,1.3018377004500246,-1.628568682987972,0.24652940182085104,0.09253435771364937,0.4005244459280527,0.005859375,1.1452089977297868,QSVM-favorable
natural,200,SVM_Poly2,0.25423940373173515,0.16344850948509482,1.0,-0.5163991837946487,0.6832369159948207,0.7516168380450716,0.4925278011272914,0.3743824946943123,-0.5184962266294445,0.08345895377499978,-0.043804066528535426,0.210721974078535,0.16015625,0.46913030042533177,inconclusive
natural,200,SVM_RBF,0.3011289098775016,0.19132791327913273,1.0,-0.5937528904016796,0.5718331764177532,0.8248086035002118,0.2904759743091528,0.5470035321642776,-1.1572512270686062,0.036569447629233295,-0.08847066641569805,0.16160956167416463,0.4921875,0.2092145157489564,inconclusive
natural,200,RandomForest,0.35025733647849233,0.22201897018970188,1.0,-0.18361179180062032,0.25961049149764637,0.2918142011912871,0.14438734400435707,-0.46318771772262457,0.8462177149912484,-0.012558978971757413,-0.12888838676190703,0.1037704288183922,0.76953125,-0.0772302765917439,inconclusive
natural,200,XGBoost,0.3968579117302225,0.25464092140921407,1.0,-0.20334504081648053,0.31173944054324876,0.35862053210435674,0.12810553773658934,-0.38441853540146276,0.5329435233976446,-0.05915955422348753,-0.16655360632547525,0.0482344978785002,0.322265625,-0.3940646138179799,inconclusive
natural,500,QSVM_ZZ,0.3730910401844637,0.23489159891598915,1.0,-0.44234959940483165,0.6084544165871144,0.6710833010016652,0.36573451837639037,,,,,,,,
natural,500,QSVM_Z,0.41199668618612506,0.28475609756097564,1.0,-0.43256795650657487,0.6999742568930892,0.7800135727095006,0.39410593384948245,0.04171554787064953,-0.29500973662974156,-0.03890564600166134,-0.17008771110954846,0.09227641910622576,0.4921875,-0.21215874689614944,inconclusive
natural,500,SVM_Linear,0.09536413955307003,0.0501693766937669,1.0,-0.908838803090935,0.42697540471329837,0.9552604318176545,0.30573937328073375,0.8929742371837243,-0.8526614083430986,0.27772690063139366,0.18495123397548532,0.370502567287302,0.001953125,2.1414435864670085,QSVM-favorable
natural,500,SVM_Poly2,0.3026331246146589,0.1979674796747967,1.0,-0.5763862567330836,0.7863837220373782,0.8328536024219424,0.5595303048885236,0.20542347583305776,-0.24568708072072662,0.07045791556980478,-0.0936015989002053,0.23451743003981484,0.322265625,0.30722117303578517,inconclusive
natural,500,SVM_RBF,0.46073159476401876,0.31649728997289966,1.0,-0.3894207418952216,0.7890458095400792,0.8176204974856155,0.40587705867630486,-0.04601676385627701,-0.3968380880703596,-0.08764055457955502,-0.16807699081904448,-0.007204118340065568,0.048828125,-0.7794263258372021,classical-favorable
natural,500,RandomForest,0.32014163603719215,0.20023712737127367,1.0,-0.22206076379502374,0.2529105740940109,0.31478797060607977,0.13990080915645892,-0.4907811237944175,1.2920108579053033,0.0529494041472716,-0.03813061761461098,0.14402942590915419,0.4921875,0.4158730003689404,inconclusive
natural,500,XGBoost,0.33112859842243625,0.20592818428184279,1.0,-0.24051347912407822,0.2806904576641091,0.3584147291858667,0.1200918598591106,-0.43388192315932733,1.1455277975675053,0.04196244176202746,-0.04825788706590518,0.13218277058996009,0.556640625,0.33272016291481765,inconclusive
natural,1000,QSVM_ZZ,0.48563730331197175,0.32635501355013546,1.0,-0.39194809657466967,0.8610856722107417,0.8601835992226435,0.43729764442734914,,,,,,,,
natural,1000,QSVM_Z,0.3998083362304543,0.2633130081300813,1.0,-0.499429504280711,0.7793960708136006,0.8324384444276836,0.46050387256386277,0.1492404612560976,0.037292909421436454,0.08582896708151735,-0.02950280066326677,0.20116073482630148,0.064453125,0.5323628132533244,inconclusive
natural,1000,SVM_Linear,0.0895029110136964,0.0468495934959349,1.0,-0.9094059831892526,0.4262414630231336,0.9565421152701609,0.30256373816589605,0.7787289423836729,-0.30672224749007865,0.3961343922982753,0.32191315808011134,0.47035562651643925,0.001953125,3.8180107917649457,QSVM-favorable
natural,1000,SVM_Poly2,0.2989710323051261,0.19569783197831972,1.0,-0.5641319284069162,0.799530212839662,0.9003249024346995,0.48893920042531125,0.260196018388673,-0.12336288040375684,0.18666627100684557,0.00038219376422668483,0.3729503482494645,0.083984375,0.716824583470027,inconclusive
natural,1000,SVM_RBF,0.3814947755297084,0.2547425474254742,1.0,-0.4583667061033424,0.7906452451098822,0.8899476964803821,0.4238787470811829,0.11597620860437974,-0.11316385443604574,0.10414252778226332,-0.04761450244462381,0.25589955800915043,0.30078125,0.4909102157765124,inconclusive
natural,1000,RandomForest,0.3875439907388469,0.24684959349593488,1.0,-0.2031531601011934,0.2909223311198984,0.3277867374641134,0.14336128700809983,-0.32869201505371615,1.5975188946852623,0.09809331257312481,0.017431119749334714,0.17875550539691493,0.037109375,0.8699457096587606,QSVM-favorable
natural,1000,XGBoost,0.42722887205682925,0.27828590785907853,1.0,-0.20539609364216238,0.3397221884848457,0.38480408687578627,0.12165839264338014,-0.3164325193188152,1.4280553526776822,0.0584084312551425,-0.019347348974717446,0.13616421148500246,0.275390625,0.5373603678306793,inconclusive
natural,2000,QSVM_ZZ,0.4883566007560045,0.3274728997289972,1.0,-0.35580231404574125,1.0287130263392503,0.9526569080280188,0.5599571000206972,,,,,,,,
natural,2000,QSVM_Z,0.42403231038980627,0.2734756097560975,1.0,-0.4599911091548677,0.7595028750926982,0.7679337479206529,0.4483633874363928,0.10096916030429721,0.36090304857014754,0.06432429036619829,-0.02094999499262766,0.14959857572502422,0.16015625,0.539609627234005,inconclusive
natural,2000,SVM_Linear,0.08876197988826802,0.04644308943089425,1.0,-0.9289789413964652,0.4497107367815942,0.9765071133358454,0.33282107522684884,0.7178255140422359,-0.08653315150615908,0.3995946208677366,0.33348298774586577,0.46570625398960747,0.001953125,4.323789295894734,QSVM-favorable
natural,2000,SVM_Poly2,0.17491496832342496,0.10819783197831971,1.0,-0.6532013578286681,0.6250136605861238,0.8586730302746088,0.35984903413512737,0.34921889404267414,0.18850296097057312,0.3134416324325796,0.16048894760088972,0.4663943172642695,0.009765625,1.4659607749030394,QSVM-favorable
natural,2000,SVM_RBF,0.602857599430874,0.4401084010840107,1.0,-0.16345023336566183,0.8920075348329313,0.7937865543678417,0.46039110383334486,-0.21917739032932712,0.3140950185589043,-0.11450099867486944,-0.20657544512363485,-0.022426552226104027,0.037109375,-0.8895962267683453,classical-favorable
natural,2000,RandomForest,0.3800392911902523,0.2360433604336043,1.0,-0.20024391891740984,0.30319703462717573,0.33457803055953816,0.144288350253723,-0.23247609775456962,1.5517045844346495,0.10831730956575222,0.033231964653858206,0.18340265447764625,0.009765625,1.031966164967952,QSVM-favorable
natural,2000,XGBoost,0.4034182082153631,0.25443766937669376,1.0,-0.21618102041242238,0.3446538986505238,0.38632844152852763,0.12920475326464947,-0.20758078644137007,1.428996460366442,0.08493839254064149,0.011838788091858232,0.15803799698942475,0.048828125,0.8312119626935471,QSVM-favorable
natural,5000,QSVM_ZZ,0.5093377580947348,0.3420731707317073,1.0,-0.45224887511451967,1.161719525190403,1.0706261972496107,0.6488674328194978,,,,,,,,
natural,5000,QSVM_Z,0.4122335840212671,0.26476964769647693,1.0,-0.4696491165632775,0.8101933110071057,0.7941445253197775,0.5037286996116266,0.01518629241965514,0.47241318308031544,0.09710417407346775,0.015383286535949114,0.17882506161098638,0.064453125,0.850016973813962,inconclusive
natural,5000,SVM_Linear,0.0887630187998694,0.046443089430894244,1.0,-0.9671333708028206,0.4821248261881637,1.013113025587125,0.3760034423425467,0.5784003279275723,0.100121425604039,0.4205747392948654,0.40125718619563455,0.4398922923940962,0.001953125,15.574490344917095,QSVM-favorable
natural,5000,SVM_Poly2,0.10705187219786687,0.056571815718157156,1.0,-0.6641504967535659,0.8467432632420365,0.9485509332781236,0.5119508786403854,0.21131020797233163,0.21002760943439508,0.402285885896868,0.38036040019612455,0.4242113715976114,0.001953125,13.125273053408055,QSVM-favorable
natural,5000,SVM_RBF,0.6057526948858323,0.4382791327913279,1.0,-0.19635048743449565,0.9515110557954195,0.8431886812730782,0.505143354792658,-0.2415783532665904,0.3871092254288643,-0.09641493679109739,-0.1509218807532298,-0.04190799282896498,0.013671875,-1.2653633804924542,classical-favorable
natural,5000,RandomForest,0.3409328862458293,0.20582655826558258,1.0,-0.2351730868860243,0.2957487055077798,0.3536298681647857,0.13394158357169858,-0.2615332424940894,1.5419706800370245,0.1684048718489056,0.1387674118939663,0.1980423318038449,0.001953125,4.064774385503378,QSVM-favorable
natural,5000,XGBoost,0.3493140113515147,0.21185636856368556,1.0,-0.2631561830922517,0.3223682503336797,0.39809917460289107,0.12366385174485843,-0.22659899912982318,1.4503839084939387,0.16002374674322012,0.13183493496213314,0.1882125585243071,0.001953125,4.0609761504338575,QSVM-favorable
natural,10000,QSVM_ZZ,0.5068540274753359,0.3400067750677506,1.0,-0.5049522345752036,1.4396511945110226,1.2780955407874734,0.8389655162337576,,,,,,,,
natural,10000,QSVM_Z,0.421195150550305,0.26863143631436304,1.0,-0.4855287618453592,0.9175641742970745,0.8771901730538978,0.5583017088246813,-0.017025542960457496,0.5621606540020212,0.0856588769250308,0.03201271824788022,0.13930503560218138,0.00390625,1.1422377794984875,QSVM-favorable
natural,10000,SVM_Linear,0.0886397105983455,0.04637533875338749,1.0,-0.9779219887998758,0.484095079904141,1.0231263888682764,0.37932552673570796,0.4406455388902872,0.3861261893576098,0.4182143168769903,0.3951851684922926,0.44124346526168795,0.001953125,12.991036175378174,QSVM-favorable
natural,10000,SVM_Poly2,0.10946266507715127,0.05792682926829266,1.0,-0.6392795466172675,0.9062516848159123,0.9538124587412584,0.5706558790185811,0.11224868937359352,0.4587372745106282,0.3973913623981845,0.3715813718959191,0.4232013529004499,0.001953125,11.014209999018826,QSVM-favorable
natural,10000,SVM_RBF,0.5846283053142163,0.4169715447154472,1.0,-0.3482114188239069,0.952533866954461,0.8377275698505524,0.5904076458438652,-0.1286789387651462,0.6037238841425868,-0.07777427783888045,-0.14181238063632035,-0.013736175041440576,0.064453125,-0.8688009845467906,inconclusive
natural,10000,RandomForest,0.3306265662602271,0.19823848238482378,1.0,-0.24910346605659978,0.2984707262064127,0.36572326634029695,0.1318294796309065,-0.25154018311900067,1.5209619273080939,0.17622746121510874,0.14303283676573267,0.2094220856644848,0.001953125,3.7977694730110154,QSVM-favorable
natural,10000,XGBoost,0.3342100787371517,0.20091463414634142,1.0,-0.2777921999534617,0.32809749975936486,0.41243892606438665,0.12208719067793634,-0.22273653633783153,1.44513881715496,0.17264394873818417,0.14259384414911344,0.2026940533272549,0.001953125,4.109870587566053,QSVM-favorable
