ece_full,ece_rare,brier_full,brier_rare,auc_pr,f1,run_id,model,n_qubits,n_train,n_test,n_rare
0.14446091345320972,0.14246965439580173,0.19523262935331984,0.03797110115200884,0.8661704976591372,0.7846681538827803,4,QSVM,4,1000,82332,1682
0.1561530790465538,0.1987404052480401,0.176158476122866,0.08014894940993053,0.9092943717059881,0.8004097035040432,4,SVM-RBF,4,1000,82332,1682
0.23957263993528857,0.05416649738027011,0.2440390024641571,0.048663184581614935,0.8800995831298258,0.796508780857826,4,RandomForest,4,1000,82332,1682
0.11823221647669896,0.11573607259345699,0.16157951392572636,0.0540627760094086,0.9149856352736365,0.784880598618023,4,MLP,4,1000,82332,1682
0.21176283843018529,0.061954845443710355,0.22262532087866846,0.044825350398199425,0.91361297969663,0.7918701206868544,4,XGBoost,4,1000,82332,1682
0.13898493493753453,0.09395859134840766,0.19001648981000177,0.035169590276711536,0.7827128864899294,0.8067181623171119,4,QSVM,6,1000,82332,1682
0.11369162981172214,0.2110155994989601,0.17217845125267278,0.07193263470674231,0.9047779288778465,0.791410748099234,4,SVM-RBF,6,1000,82332,1682
0.2232150229213791,0.06078143846478335,0.22973597987285643,0.054202439714702344,0.9098277327144413,0.8015603275142902,4,RandomForest,6,1000,82332,1682
0.11574936783933906,0.10572794642463819,0.163292161883546,0.04776993057049232,0.9168970952376377,0.793728972959347,4,MLP,6,1000,82332,1682
0.2136986472192598,0.05671443480145333,0.2217029802066383,0.047651893869636336,0.9206705940045816,0.8029663279073604,4,XGBoost,6,1000,82332,1682
0.13162872775259257,0.12989865736317885,0.1948832174727291,0.04062709569848215,0.8609779390541296,0.7863518003052887,5,QSVM,4,1000,82332,1682
0.18461123128211404,0.2093376248587811,0.18655360932240572,0.07867153769347118,0.910929916926581,0.7933778371161548,5,SVM-RBF,4,1000,82332,1682
0.22167025600324192,0.0762231346300232,0.22851322462254384,0.06786755223922974,0.9025387194970439,0.800617075639975,5,RandomForest,4,1000,82332,1682
0.11489299757494773,0.1267774620701016,0.15594506707030878,0.05741480449930873,0.9170890297079185,0.7889659809313923,5,MLP,4,1000,82332,1682
0.2034035289897691,0.07669352944505156,0.21670602661709304,0.05969023510717005,0.918243792870433,0.7980904724930262,5,XGBoost,4,1000,82332,1682
0.15033071635819004,0.13496460347339245,0.20324207417113402,0.06657792691476967,0.8107135673170365,0.7886691773499128,5,QSVM,6,1000,82332,1682
0.15110623396356623,0.13584438648019484,0.18161292306956656,0.04883609858043033,0.9022603956005134,0.7878939841384818,5,SVM-RBF,6,1000,82332,1682
0.21361705806056927,0.08597885884869584,0.22180420398563486,0.07554850150809261,0.9083112737064639,0.8021971645745894,5,RandomForest,6,1000,82332,1682
0.11690088748465009,0.1162674354205922,0.16115097775621132,0.05087872824692228,0.9187589701684249,0.7877905885003943,5,MLP,6,1000,82332,1682
0.21122114531249572,0.08635204765134324,0.21964689097958814,0.07657028739860658,0.9208150188161991,0.8017676767676768,5,XGBoost,6,1000,82332,1682
