run_id,distribution_name,model_name,accuracy,f1_macro,precision_pos,recall_pos,ece,brier,auc_pr,roc_auc
1,Balanced,QSVM (ZZ),0.8566666666666667,0.8563074352548037,0.8962962962962963,0.8066666666666666,0.07568533849282028,0.1082482877418915,0.9405202998953184,0.9383555555555556
1,Balanced,SVM-RBF,0.84,0.839421918908069,0.8863636363636364,0.78,0.0901121036165192,0.12869802139870748,0.9033945369043038,0.9047555555555554
1,Balanced,Random Forest,0.83,0.8294523525543134,0.8721804511278195,0.7733333333333333,0.11247184031166436,0.1130343902093521,0.9478184500920263,0.9456
1,Balanced,XGBoost,0.8566666666666667,0.8559608749539409,0.9147286821705426,0.7866666666666666,0.1206057371867549,0.11130554576743065,0.9546903541113662,0.9519555555555556
1,Attack-heavy,QSVM (ZZ),0.8166666666666667,0.7971752037467272,0.9234972677595629,0.8047619047619048,0.13478347948636882,0.1330511587031903,0.9576745205439536,0.9113756613756614
1,Attack-heavy,SVM-RBF,0.8166666666666667,0.7910731244064577,0.8974358974358975,0.8333333333333334,0.11979256056786362,0.14893324074717745,0.9428216511317477,0.8732275132275132
1,Attack-heavy,Random Forest,0.8366666666666667,0.8184624884223526,0.9351351351351351,0.8238095238095238,0.13496799473131751,0.12053343265811468,0.9753429005948391,0.9450264550264551
1,Attack-heavy,XGBoost,0.8633333333333333,0.8501443731039608,0.9720670391061452,0.8285714285714286,0.1281146453085239,0.11385903546944123,0.9788985463983128,0.9513492063492064
1,DoS-only,QSVM (ZZ),0.8466666666666667,0.84622927438046,0.8880597014925373,0.7933333333333333,0.1066024293739724,0.1259259362768559,0.9177009983667845,0.8953333333333333
1,DoS-only,SVM-RBF,0.8166666666666667,0.8165667974786273,0.8321678321678322,0.7933333333333333,0.11320728263543345,0.14809307958346626,0.8998661760234878,0.8658666666666666
1,DoS-only,Random Forest,0.8266666666666667,0.8261722232126939,0.8656716417910447,0.7733333333333333,0.125225768510293,0.12310089440347312,0.9464522295451546,0.9416444444444445
1,DoS-only,XGBoost,0.86,0.859375,0.9153846153846154,0.7933333333333333,0.12345481144836717,0.11710308823275371,0.9532181386864896,0.9468
2,Balanced,QSVM (ZZ),0.8533333333333334,0.8526785714285714,0.9076923076923077,0.7866666666666666,0.101783463577713,0.10982672100240473,0.9445733237805242,0.9306222222222224
2,Balanced,SVM-RBF,0.8166666666666667,0.8131772325320712,0.9357798165137615,0.68,0.13050305064866716,0.14582080769018033,0.9167539976546768,0.8920222222222223
2,Balanced,Random Forest,0.8166666666666667,0.8151695399401822,0.8861788617886179,0.7266666666666667,0.11617333333333334,0.12436994666666669,0.937589990528702,0.9370888888888887
2,Balanced,XGBoost,0.7966666666666666,0.7952447552447552,0.856,0.7133333333333334,0.16483956600791622,0.15669074866650487,0.9296216126342207,0.9251999999999999
2,Attack-heavy,QSVM (ZZ),0.8133333333333334,0.793011680055197,0.9184782608695652,0.8047619047619048,0.14012660498804652,0.13298278152532222,0.9691532109444265,0.9323280423280423
2,Attack-heavy,SVM-RBF,0.7366666666666667,0.7275079045702788,0.9517241379310345,0.6571428571428571,0.20997289714254908,0.2074955775901563,0.9471105564539344,0.8742328042328043
2,Attack-heavy,Random Forest,0.7633333333333333,0.7492908344024765,0.9316770186335404,0.7142857142857143,0.17423333333333335,0.15330441333333333,0.9651361576905676,0.9242857142857143
2,Attack-heavy,XGBoost,0.7633333333333333,0.7484380720671777,0.9263803680981595,0.719047619047619,0.18721874642515712,0.18058551821753177,0.9606773419932748,0.9123015873015873
2,DoS-only,QSVM (ZZ),0.83,0.8293153649639109,0.8778625954198473,0.7666666666666667,0.10169476006455763,0.1285629637859883,0.9295653241310257,0.9171555555555556
2,DoS-only,SVM-RBF,0.7833333333333333,0.7773947191177981,0.9207920792079208,0.62,0.17693749939280928,0.18335511596058734,0.8782067243382874,0.8297777777777778
2,DoS-only,Random Forest,0.8133333333333334,0.8116929698708751,0.8852459016393442,0.72,0.1383933333333333,0.13549758666666664,0.9364713528247729,0.9320666666666666
2,DoS-only,XGBoost,0.7966666666666666,0.7954644521688592,0.8503937007874016,0.72,0.16513344302618257,0.15867254247451676,0.9245222215875961,0.9105777777777777
3,Balanced,QSVM (ZZ),0.8266666666666667,0.825354887824101,0.8951612903225806,0.74,0.10050480012024005,0.1280755831735498,0.9322090517640407,0.9214222222222224
3,Balanced,SVM-RBF,0.8266666666666667,0.8258928571428572,0.8769230769230769,0.76,0.13046426099931266,0.1368183226496324,0.9167872817784039,0.9122222222222223
3,Balanced,Random Forest,0.8166666666666667,0.815582702775201,0.8740157480314961,0.74,0.12877474666666663,0.12081287678120001,0.9322170555117826,0.9382222222222223
3,Balanced,XGBoost,0.8166666666666667,0.8160760664801417,0.8571428571428571,0.76,0.1358090037848645,0.1376167101780488,0.9444977541273092,0.9405333333333333
3,Attack-heavy,QSVM (ZZ),0.7966666666666666,0.7779961422280453,0.9209039548022598,0.7761904761904762,0.13692693041192347,0.13411562443531205,0.961028458795708,0.9084126984126984
3,Attack-heavy,SVM-RBF,0.8,0.7782268000591395,0.907608695652174,0.7952380952380952,0.16409077115380769,0.15750496159082472,0.9445238184889295,0.8824338624338625
3,Attack-heavy,Random Forest,0.8033333333333333,0.7852749572369618,0.9265536723163842,0.780952380952381,0.12721388232558425,0.12784890918483532,0.9694174935434072,0.9336772486772487
3,Attack-heavy,XGBoost,0.82,0.8004041200532256,0.9239130434782609,0.8095238095238095,0.1361741964390967,0.13586517064058515,0.9714158820942695,0.93505291005291
3,DoS-only,QSVM (ZZ),0.8233333333333334,0.8226218498644564,0.8702290076335878,0.76,0.1092147036534731,0.13943352214006818,0.9136710742068568,0.8895333333333333
3,DoS-only,SVM-RBF,0.8033333333333333,0.8029633422760517,0.8321167883211679,0.76,0.14696096139904732,0.15939658575169832,0.895299589698751,0.8685111111111111
3,DoS-only,Random Forest,0.8333333333333334,0.8329695781925082,0.8676470588235294,0.7866666666666666,0.09728200370519646,0.11449117892573012,0.9408296680075074,0.9347333333333333
3,DoS-only,XGBoost,0.8366666666666667,0.8365195342474894,0.8581560283687943,0.8066666666666666,0.12183323622720006,0.13141864057494163,0.944721653936015,0.9356
4,Balanced,QSVM (ZZ),0.84,0.8389694041867954,0.9047619047619048,0.76,0.10822656265700659,0.11420818786019737,0.9373775402023781,0.9313333333333333
4,Balanced,SVM-RBF,0.8066666666666666,0.8056213414361678,0.859375,0.7333333333333333,0.10409936762570474,0.13823209909866743,0.915490237449975,0.9058666666666668
4,Balanced,Random Forest,0.85,0.848951048951049,0.92,0.7666666666666667,0.08350583211264404,0.10325460422028916,0.9534939002470111,0.9526222222222223
4,Balanced,XGBoost,0.8633333333333333,0.8631493452308103,0.8920863309352518,0.8266666666666667,0.10499343012847628,0.1070775314714436,0.9549905402445132,0.9534
4,Attack-heavy,QSVM (ZZ),0.8166666666666667,0.8006644518272426,0.9428571428571428,0.7857142857142857,0.15350827649374013,0.14170890458147284,0.9656200913658455,0.9158730158730158
4,Attack-heavy,SVM-RBF,0.7966666666666666,0.776061870556419,0.9116022099447514,0.7857142857142857,0.12502799077550691,0.14848523370122935,0.9448662165220949,0.8804761904761905
4,Attack-heavy,Random Forest,0.83,0.8173330627156485,0.9704142011834319,0.780952380952381,0.12733375965044666,0.11975999515201527,0.975137233431211,0.9442592592592592
4,Attack-heavy,XGBoost,0.8366666666666667,0.8193015451561751,0.9398907103825137,0.819047619047619,0.1388595768186496,0.12974229948798777,0.9761982823580253,0.9440740740740741
4,DoS-only,QSVM (ZZ),0.8333333333333334,0.8322597960279119,0.8968253968253969,0.7533333333333333,0.12371465833076922,0.12933420878999785,0.903958586715424,0.8925333333333333
4,DoS-only,SVM-RBF,0.8233333333333334,0.8227642095172276,0.8646616541353384,0.7666666666666667,0.10742179222396338,0.14497474509227481,0.9080010374030587,0.8673333333333334
4,DoS-only,Random Forest,0.8466666666666667,0.8449019960438771,0.940677966101695,0.74,0.09629502984293961,0.11133030976955792,0.9485408311683856,0.943288888888889
4,DoS-only,XGBoost,0.8533333333333334,0.8529149581030486,0.8955223880597015,0.8,0.10225617020914796,0.11494239417939035,0.952446034982706,0.9475555555555555
5,Balanced,QSVM (ZZ),0.83,0.8260869565217391,0.9714285714285714,0.68,0.1093483804931134,0.12601935998609368,0.9451836610606584,0.9350222222222221
5,Balanced,SVM-RBF,0.82,0.8167420814479638,0.9363636363636364,0.6866666666666666,0.10209096371892261,0.13066957081283073,0.9320868887274647,0.9183333333333333
5,Balanced,Random Forest,0.8466666666666667,0.8444264069264069,0.956140350877193,0.7266666666666667,0.1198927332906414,0.11988120940725937,0.9434772670834424,0.9402000000000001
5,Balanced,XGBoost,0.8433333333333334,0.8411715009856379,0.9478260869565217,0.7266666666666667,0.13080848064506428,0.13538253853804036,0.9457810276632501,0.9406222222222221
5,Attack-heavy,QSVM (ZZ),0.7466666666666667,0.7394285714285713,0.9785714285714285,0.6523809523809524,0.20544190950794303,0.1881455578328505,0.9532011974761383,0.8832804232804233
5,Attack-heavy,SVM-RBF,0.75,0.7413049726933026,0.9655172413793104,0.6666666666666666,0.1816749031821384,0.17600745002626128,0.9576108638805374,0.9007671957671958
5,Attack-heavy,Random Forest,0.8,0.7898276586801177,0.9807692307692307,0.7285714285714285,0.17126591662479684,0.1515924568371103,0.9752445359936364,0.9444179894179894
5,Attack-heavy,XGBoost,0.7966666666666666,0.787285978310144,0.9869281045751634,0.719047619047619,0.18042995293042624,0.16437504942838416,0.9762573398699751,0.944867724867725
