model_name,f1_standard_mean,f1_standard_std,f1_hard_mean,f1_hard_std,drop_abs_mean,drop_abs_std,drop_pct_mean,drop_pct_std
QSVM (ZZ),0.8486467735331452,0.026382584779590816,0.6090589564649462,0.051124410768586134,0.23958781706819882,0.036655552539791164,28.284156591378633,4.594738516485192
SVM-Linear (mm),0.8175844064075599,0.005987455854383624,0.6304548915496748,0.00978819574032195,0.18712951485788518,0.007194996326980631,22.889570011451173,0.9178274783252652
SVM-Linear (std),0.8164066003934554,0.00934283812619252,0.6292223772152388,0.012441566556371438,0.18718422317821665,0.012882925163022915,22.924218461364468,1.5054414880649587
SVM-Poly2 (mm),0.8092705998520309,0.0074606433976249316,0.6309426180428301,0.0131289935217322,0.17832798180920065,0.020476629341469915,22.018759869174016,2.314748341391386
SVM-Poly2 (std),0.8308328963900659,0.014589572576027837,0.6191330646995563,0.023613114413843256,0.2116998316905095,0.011090416139465032,25.50003550422367,1.705898424485794
SVM-RBF (mm),0.8121737005316281,0.010915773705877763,0.6311045440872771,0.02247249280152947,0.18106915644435084,0.016699435837966233,22.30435620559749,2.1684585036243966
SVM-RBF (std),0.8170275354171931,0.016707702546670467,0.6001867360639979,0.01698014740922054,0.2168407993531951,0.022252228637217472,26.519962574549243,2.407380157883966
