run_id,model_name,f1_standard,f1_hard,drop_abs,drop_pct,experiment,sigma,f1_macro,slope,distribution_name,accuracy
4,SVM-Poly2 (mm),,,,,class_prior_shift,,0.7940174176448316,,(a) Balanced 50-50,0.7941176470588235
4,SVM-Linear (mm),,,,,class_prior_shift,,0.8085647772183422,,(a) Balanced 50-50,0.8088235294117647
4,SVM-RBF (std),,,,,class_prior_shift,,0.793939393939394,,(a) Balanced 50-50,0.7941176470588235
4,SVM-Poly2 (std),,,,,class_prior_shift,,0.7903022925542706,,(a) Balanced 50-50,0.7904411764705882
4,SVM-Linear (std),,,,,class_prior_shift,,0.8085647772183422,,(a) Balanced 50-50,0.8088235294117647
4,QSVM (ZZ),,,,,class_prior_shift,,0.8162793219358803,,(b) Attack-heavy 70%,0.8294314381270903
4,SVM-RBF (mm),,,,,class_prior_shift,,0.8091801669121257,,(b) Attack-heavy 70%,0.8260869565217391
4,SVM-Poly2 (mm),,,,,class_prior_shift,,0.8009615384615385,,(b) Attack-heavy 70%,0.8193979933110368
4,SVM-Linear (mm),,,,,class_prior_shift,,0.8091801669121257,,(b) Attack-heavy 70%,0.8260869565217391
4,SVM-RBF (std),,,,,class_prior_shift,,0.783962183278837,,(b) Attack-heavy 70%,0.802675585284281
4,SVM-Poly2 (std),,,,,class_prior_shift,,0.7871624938635248,,(b) Attack-heavy 70%,0.8060200668896321
4,SVM-Linear (std),,,,,class_prior_shift,,0.8107963395638629,,(b) Attack-heavy 70%,0.8260869565217391
4,QSVM (ZZ),,,,,class_prior_shift,,0.8726484650788686,,(c) DoS-only binary,0.8733333333333333
4,SVM-RBF (mm),,,,,class_prior_shift,,0.7725143851197644,,(c) DoS-only binary,0.7733333333333333
4,SVM-Poly2 (mm),,,,,class_prior_shift,,0.7591328783621036,,(c) DoS-only binary,0.76
4,SVM-Linear (mm),,,,,class_prior_shift,,0.7751048951048951,,(c) DoS-only binary,0.7766666666666666
4,SVM-RBF (std),,,,,class_prior_shift,,0.8599751066856329,,(c) DoS-only binary,0.86
4,SVM-Poly2 (std),,,,,class_prior_shift,,0.7925866452562559,,(c) DoS-only binary,0.7933333333333333
4,SVM-Linear (std),,,,,class_prior_shift,,0.7783350499305897,,(c) DoS-only binary,0.78
5,QSVM (ZZ),,,,,class_prior_shift,,0.7947733040674944,,(a) Balanced 50-50,0.7977941176470589
5,SVM-RBF (mm),,,,,class_prior_shift,,0.778675645342312,,(a) Balanced 50-50,0.7867647058823529
5,SVM-Poly2 (mm),,,,,class_prior_shift,,0.7688331591779868,,(a) Balanced 50-50,0.7757352941176471
5,SVM-Linear (mm),,,,,class_prior_shift,,0.7719594826756828,,(a) Balanced 50-50,0.7757352941176471
5,SVM-RBF (std),,,,,class_prior_shift,,0.7825199889716019,,(a) Balanced 50-50,0.7867647058823529
5,SVM-Poly2 (std),,,,,class_prior_shift,,0.7543045345266055,,(a) Balanced 50-50,0.7610294117647058
5,SVM-Linear (std),,,,,class_prior_shift,,0.7837719298245613,,(a) Balanced 50-50,0.7867647058823529
5,QSVM (ZZ),,,,,class_prior_shift,,0.7755495978552278,,(b) Attack-heavy 70%,0.7892976588628763
5,SVM-RBF (mm),,,,,class_prior_shift,,0.7372913267227312,,(b) Attack-heavy 70%,0.7424749163879598
5,SVM-Poly2 (mm),,,,,class_prior_shift,,0.7741088136499412,,(b) Attack-heavy 70%,0.782608695652174
5,SVM-Linear (mm),,,,,class_prior_shift,,0.7626984126984127,,(b) Attack-heavy 70%,0.7725752508361204
5,SVM-RBF (std),,,,,class_prior_shift,,0.7570572940848732,,(b) Attack-heavy 70%,0.7658862876254181
5,SVM-Poly2 (std),,,,,class_prior_shift,,0.7094266277939747,,(b) Attack-heavy 70%,0.7157190635451505
5,SVM-Linear (std),,,,,class_prior_shift,,0.7651603071332278,,(b) Attack-heavy 70%,0.7759197324414716
5,QSVM (ZZ),,,,,class_prior_shift,,0.8076728413807066,,(c) DoS-only binary,0.81
5,SVM-RBF (mm),,,,,class_prior_shift,,0.8249407887962105,,(c) DoS-only binary,0.83
5,SVM-Poly2 (mm),,,,,class_prior_shift,,0.8253404719231954,,(c) DoS-only binary,0.83
5,SVM-Linear (mm),,,,,class_prior_shift,,0.7988064791133844,,(c) DoS-only binary,0.8033333333333333
5,SVM-RBF (std),,,,,class_prior_shift,,0.8028015775873794,,(c) DoS-only binary,0.8066666666666666
5,SVM-Poly2 (std),,,,,class_prior_shift,,0.8060146793570124,,(c) DoS-only binary,0.81
5,SVM-Linear (std),,,,,class_prior_shift,,0.799208176878311,,(c) DoS-only binary,0.8033333333333333
