run,kernel,C,f1,f1_macro,balanced_accuracy,precision,recall,accuracy,tn,fp,fn,tp,degenerate
3,quantum,31.6227766017,0.7913669064748201,0.6579785352046232,0.6527241527241527,0.7236842105263158,0.873015873015873,0.71,16,21,8,55,False
3,quantum,56.234132519,0.7910447761194029,0.6834011759384894,0.6773916773916774,0.7464788732394366,0.8412698412698413,0.72,19,18,10,53,False
3,quantum,100.0,0.7910447761194029,0.6834011759384894,0.6773916773916774,0.7464788732394366,0.8412698412698413,0.72,19,18,10,53,False
3,linear,0.001,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,linear,0.0017782794,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,linear,0.0031622777,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,linear,0.0056234133,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,linear,0.01,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,linear,0.0177827941,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,linear,0.0316227766,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,linear,0.0562341325,0.8076923076923077,0.5629370629370629,0.5945945945945946,0.6774193548387096,1.0,0.7,7,30,0,63,False
3,linear,0.1,0.8076923076923077,0.5629370629370629,0.5945945945945946,0.6774193548387096,1.0,0.7,7,30,0,63,False
3,linear,0.177827941,0.8076923076923077,0.5629370629370629,0.5945945945945946,0.6774193548387096,1.0,0.7,7,30,0,63,False
3,linear,0.316227766,0.8076923076923077,0.5629370629370629,0.5945945945945946,0.6774193548387096,1.0,0.7,7,30,0,63,False
3,linear,0.5623413252,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,linear,1.0,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,linear,1.77827941,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,linear,3.1622776602,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,linear,5.6234132519,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,linear,10.0,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,linear,17.7827941004,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,linear,31.6227766017,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,linear,56.234132519,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,linear,100.0,0.8235294117647058,0.6245306633291614,0.6351351351351351,0.7,1.0,0.73,10,27,0,63,False
3,poly,0.001,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,poly,0.0017782794,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,poly,0.0031622777,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,poly,0.0056234133,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,poly,0.01,0.7730061349693251,0.38650306748466257,0.5,0.63,1.0,0.63,0,37,0,63,True
3,poly,0.0177827941,0.7875,0.46875,0.5405405405405406,0.6494845360824743,1.0,0.66,3,34,0,63,False
3,poly,0.0316227766,0.8076923076923077,0.5629370629370629,0.5945945945945946,0.6774193548387096,1.0,0.7,7,30,0,63,False
3,poly,0.0562341325,0.8076923076923077,0.5629370629370629,0.5945945945945946,0.6774193548387096,1.0,0.7,7,30,0,63,False
3,poly,0.1,0.8076923076923077,0.5629370629370629,0.5945945945945946,0.6774193548387096,1.0,0.7,7,30,0,63,False
3,poly,0.177827941,0.8076923076923077,0.5629370629370629,0.5945945945945946,0.6774193548387096,1.0,0.7,7,30,0,63,False
3,poly,0.316227766,0.7924528301886793,0.4937873907040957,0.5540540540540541,0.65625,1.0,0.67,4,33,0,63,False
3,poly,0.5623413252,0.7924528301886793,0.4937873907040957,0.5540540540540541,0.65625,1.0,0.67,4,33,0,63,False
3,poly,1.0,0.7924528301886793,0.4937873907040957,0.5540540540540541,0.65625,1.0,0.67,4,33,0,63,False
3,poly,1.77827941,0.7924528301886793,0.4937873907040957,0.5540540540540541,0.65625,1.0,0.67,4,33,0,63,False
